Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-08-13,HP,Bilaspur,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,19576,96,19253,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Chamba,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,18047,179,17717,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,2
2022-08-13,HP,Hamirpur,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,25280,332,24631,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Kangra,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,69373,1258,67387,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,7
2022-08-13,HP,Kinnaur,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,4925,41,4791,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Kullu,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,13022,163,12739,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,2
2022-08-13,HP,Lahaul and Spiti,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,3445,18,3395,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Mandi,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,42395,508,41428,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,7
2022-08-13,HP,Shimla,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,39194,723,38018,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Sirmaur,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,20929,225,20552,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,2
2022-08-13,HP,Solan,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,31681,337,31220,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,1
2022-08-13,HP,Una,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,19615,283,19144,,2022-08-13 19:55:40.854294,2022-08-13 17:00:00+05:30,https://twitter.com/nhm_hp,,307482,4163,300275,,20,7
