,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-08-13,TT,Andaman and Nicobar Islands,,,,10509,129,10359,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
1,2022-08-13,TT,Andhra Pradesh,,,,2334493,14733,2318582,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
2,2022-08-13,TT,Arunachal Pradesh,,,,66383,296,65884,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
3,2022-08-13,TT,Assam,,,,742678,8026,731293,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
4,2022-08-13,TT,Bihar,,,,845549,12287,832435,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
5,2022-08-13,TT,Chandigarh,,,,97809,1174,95961,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
6,2022-08-13,TT,Chhattisgarh,,,,1170437,14087,1154191,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
7,2022-08-13,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11561,4,11546,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
8,2022-08-13,TT,Delhi,,,,1980402,26367,1945692,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
9,2022-08-13,TT,Goa,,,,253752,3855,248864,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
10,2022-08-13,TT,Gujarat,,,,1264289,10987,1248768,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
11,2022-08-13,TT,Haryana,,,,1040914,10654,1025343,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
12,2022-08-13,TT,Himachal Pradesh,,,,307061,4182,299605,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
13,2022-08-13,TT,Jammu and Kashmir,,,,472597,4777,463086,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
14,2022-08-13,TT,Jharkhand,,,,441271,5330,435341,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
15,2022-08-13,TT,Karnataka,,,,4028117,40181,3977541,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
16,2022-08-13,TT,Kerala,,,,6735308,70626,6655351,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
17,2022-08-13,TT,Ladakh,,,,29062,228,28732,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
18,2022-08-13,TT,Lakshadweep,,,,11415,52,11363,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
19,2022-08-13,TT,Maharashtra,,,,8068218,148167,7908195,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
20,2022-08-13,TT,Manipur,,,,139490,2143,137123,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
21,2022-08-13,TT,Meghalaya,,,,96093,1612,93965,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
22,2022-08-13,TT,Mizoram,,,,235065,716,233294,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
23,2022-08-13,TT,Madhya Pradesh,,,,1051986,10763,1040120,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
24,2022-08-13,TT,Nagaland,,,,35865,773,35047,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
25,2022-08-13,TT,Odisha,,,,1321780,9154,1309010,,,2022-08-13 11:55:22.896267,,,,44239372,526996,43593112,879900242,2077162098
