,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8397,7789,129,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,618517,319947,297266,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,826,193,1505,108,41,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2087879,2063255,14505,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,74829328,42282860,32301150,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,52260,373947,472593,3205,281,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,56010,55063,282,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,1511288,846137,661498,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,6262,1754,9059,132,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,635050,615722,6189,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,39606655,22819623,16757642,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,31496,92858,133634,3274,731,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,762458,721684,12114,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,105663267,61454347,44059412,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,238710,156371,426169,6413,2802,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,71303,65411,1084,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,1900137,1077132,820014,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,7264,3939,12143,1114,229,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1038060,997008,13627,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,31828556,18913434,12851687,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,43714,69559,136447,5476,1933,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10856,10708,4,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,1291895,741324,548966,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,2359,1875,4552,30,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1617716,1505031,25240,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,28076666,16215436,11796125,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,94892,45360,163917,27561,14957,40,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,197096,179423,3539,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,2502079,1365506,1131967,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,1788,2176,5210,3119,1002,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,885718,831855,10137,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,94192120,49953482,43844392,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,111230,87642,293171,9941,3449,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,812516,771260,10083,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,37474568,21810394,15631607,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,75974,79899,164302,6883,2543,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,236639,225815,3887,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,11775764,6230187,5522655,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,13797,3261,23891,1804,340,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,348201,337412,4547,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,19611836,10104864,9471854,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,33366,38008,85893,1695,262,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,391526,355356,5184,2022-01-13,TT,36317927,485035,34715361,2022-01-13 20:41:10.714144,697311627,2022-01-12 00:00:00,2037247,1546323541,899591525,644098954,31966345,19917525,12021206,https://www.icmr.gov.in/,247417,380,84825,3744032,3532304,8024815,131076,60273,202941,4753,2801,8,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363546.4285714286,1340199.5714285714,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
