,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-01-13,TT,Andaman and Nicobar Islands,,,,8397,129,7789,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
1,2022-01-13,TT,Andhra Pradesh,,,,2087879,14505,2063255,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
2,2022-01-13,TT,Arunachal Pradesh,,,,56010,282,55063,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
3,2022-01-13,TT,Assam,,,,635050,6189,615722,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
4,2022-01-13,TT,Bihar,,,,762458,12114,721684,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
5,2022-01-13,TT,Chandigarh,,,,71303,1084,65411,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
6,2022-01-13,TT,Chhattisgarh,,,,1038060,13627,997008,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
7,2022-01-13,TT,Dadra and Nagar Haveli and Daman and Diu,,,,10856,4,10708,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
8,2022-01-13,TT,Delhi,,,,1617716,25240,1505031,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
9,2022-01-13,TT,Goa,,,,197096,3539,179423,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
10,2022-01-13,TT,Gujarat,,,,885718,10137,831855,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
11,2022-01-13,TT,Haryana,,,,812516,10083,771260,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
12,2022-01-13,TT,Himachal Pradesh,,,,236639,3887,225815,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
13,2022-01-13,TT,Jammu and Kashmir,,,,348201,4547,337412,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
14,2022-01-13,TT,Jharkhand,,,,391526,5184,355356,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
15,2022-01-13,TT,Karnataka,,,,3099519,38389,2968002,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
16,2022-01-13,TT,Kerala,,,,5313147,50252,5207762,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
17,2022-01-13,TT,Ladakh,,,,22849,222,22125,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
18,2022-01-13,TT,Lakshadweep,,,,10435,51,10369,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
19,2022-01-13,TT,Maharashtra,,,,7034661,141701,6649111,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
20,2022-01-13,TT,Manipur,,,,126550,2012,123802,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
21,2022-01-13,TT,Meghalaya,,,,85629,1489,83439,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
22,2022-01-13,TT,Mizoram,,,,149492,564,141531,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
23,2022-01-13,TT,Madhya Pradesh,,,,810442,10540,785496,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
24,2022-01-13,TT,Nagaland,,,,32530,703,31585,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
25,2022-01-13,TT,Odisha,,,,1091547,8469,1048732,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
26,2022-01-13,TT,Puducherry,,,,132759,1883,127673,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
27,2022-01-13,TT,Punjab,,,,636243,16702,592760,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
28,2022-01-13,TT,Rajasthan,,,,998126,8981,950697,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
29,2022-01-13,TT,Sikkim,,,,33351,410,32145,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
30,2022-01-13,TT,Tamil Nadu,,,,2847589,36905,2721725,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
31,2022-01-13,TT,Telangana,,,,700094,4047,677708,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
32,2022-01-13,TT,Tripura,,,,88214,832,84538,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
33,2022-01-13,TT,Uttar Pradesh,,,,1770521,22940,1690226,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
34,2022-01-13,TT,Uttarakhand,,,,357219,7433,341768,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
35,2022-01-13,TT,West Bengal,,,,1817585,19959,1681375,,,2022-01-13 12:04:47.177568,,,,36317927,485035,34715361,697311627,1546139465
