"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20226","19945","14","267"
"2","Chengalpattu","251671","248739","274","2658"
"3","Chennai","788411","777151","2191","9069"
"4","Coimbatore","339507","336408","481","2618"
"5","Cuddalore","75708","74714","99","895"
"6","Dharmapuri","36786","36480","23","283"
"7","Dindigul","38826","38093","68","665"
"8","Erode","135909","134957","218","734"
"9","Kallakurichi","36917","36699","3","215"
"10","Kancheepuram","97867","96537","27","1303"
"11","Kanyakumari","89501","88225","191","1085"
"12","Karur","30198","29795","31","372"
"13","Krishnagiri","61925","61429","124","372"
"14","Madurai","92932","91658","38","1236"
"15","Mayiladuthurai","27309","26919","60","330"
"16","Nagapattinam","25946","25546","25","375"
"17","Namakkal","69623","68992","97","534"
"18","Nilgiris","42774","42518","30","226"
"19","Perambalur","14892","14614","29","249"
"20","Pudukottai","35178","34734","18","426"
"21","Ramanathapuram","24986","24608","10","368"
"22","Ranipet","56184","55356","41","787"
"23","Salem","131202","129279","159","1764"
"24","Sivagangai","25013","24762","32","219"
"25","Tenkasi","33836","33327","19","490"
"26","Thanjavur","93430","92347","42","1041"
"27","Theni","51806","51255","18","533"
"28","Thirupathur","36062","35411","18","633"
"29","Thiruvallur","152980","150995","45","1940"
"30","Thiruvannamalai","68227","67513","29","685"
"31","Thiruvarur","48945","48448","24","473"
"32","Thoothukudi","67073","66606","19","448"
"33","Tirunelveli","65748","65237","66","445"
"34","Tiruppur","131824","130665","107","1052"
"35","Trichy","97794","96575","58","1161"
"36","Vellore","58047","56836","48","1163"
"37","Villupuram","56186","55776","43","367"
"38","Virudhunagar","59233","58635","43","555"
"39","Airport Surveillance 
(International)","1391","1386","4","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,73,667","35,30,763","4,866","38,038"
