"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16934","16658","12","264"
"2","Chengalpattu","174468","171330","600","2538"
"3","Chennai","559464","549531","1305","8628"
"4","Coimbatore","251603","247936","1179","2488"
"5","Cuddalore","64471","63530","67","874"
"6","Dharmapuri","28893","28532","82","279"
"7","Dindigul","33283","32584","48","651"
"8","Erode","106965","105622","641","702"
"9","Kallakurichi","31585","31348","27","210"
"10","Kancheepuram","75836","74354","217","1265"
"11","Kanyakumari","62918","61733","126","1059"
"12","Karur","24786","24263","159","364"
"13","Krishnagiri","43974","43493","126","355"
"14","Madurai","75593","74334","73","1186"
"15","Mayiladuthurai","23404","23059","27","318"
"16","Nagapattinam","21393","20977","59","357"
"17","Namakkal","54016","53040","460","516"
"18","Nilgiris","34255","33885","152","218"
"19","Perambalur","12112","11858","9","245"
"20","Pudukottai","30358","29911","27","420"
"21","Ramanathapuram","20647","20269","19","359"
"22","Ranipet","43627","42793","56","778"
"23","Salem","101869","99669","483","1717"
"24","Sivagangai","20448","20183","55","210"
"25","Tenkasi","27398","26906","6","486"
"26","Thanjavur","76253","75114","139","1000"
"27","Theni","43615","43085","9","521"
"28","Thirupathur","29428","28768","33","627"
"29","Thiruvallur","120507","118366","287","1854"
"30","Thiruvannamalai","55266","54527","67","672"
"31","Thiruvarur","41958","41408","89","461"
"32","Thoothukudi","56533","56086","35","412"
"33","Tirunelveli","49703","49221","48","434"
"34","Tiruppur","97823","96210","609","1004"
"35","Trichy","78673","77381","202","1090"
"36","Vellore","50319","49041","137","1141"
"37","Villupuram","46054","45661","35","358"
"38","Virudhunagar","46411","45847","15","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,35,389","26,91,054","7,723","36,612"
