District,Recovered,Deceased,Active
गौतम बिु नगर,100297,490,674
गाज़ियाबाद,85303,473,285
लखनऊ,294274,2694,108
आगरा,35846,465,72
िाराणसी,97616,988,47
कानपरु नगर,91552,1923,42
मरेठ,88163,932,33
हमीरपरु,6088,102,27
लललतपरु,14779,134,27
प्रयागराज,87424,1116,27
राय बरेली,21336,348,12
झासी,43904,675,11
मथरुा,25600,406,11
मरुादाबाद,46076,368,11
अमरोहा,19298,208,10
कन्नौज,10840,126,10
लखीमपरु-खीरी,30025,300,10
अम्बडेकर नगर,5961,167,9
इटावा,15781,296,9
कुशीनगर,16233,235,9
फरु्रखाबाद,11881,197,8
गोरखपरु,65970,866,8
अलीगढ,25490,113,7
बलुदंशहर,26357,253,7
हरदोई,17286,372,6
जालौन,13860,209,6
मनैपरुी,11486,189,6
चदंौली,17542,379,5
गोंडा,14156,285,5
सोनभद्र,18658,257,5
सलु्तानपरु,16868,144,5
क्रिरोजाबाद,10576,136,4
अयोध्या,18681,293,3
चचत्रकूट,7778,79,3
हापड़ु,15197,224,3
लमर्ाुपरु,11957,126,3
सहारनपरु,38381,428,3
शामली,16699,48,3
उन्नाव,16922,257,3
अमठेी,11518,145,2
बागपत,11067,144,2
बादा,12063,166,2
बाराबकंी,23712,227,2
