,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Ajmer,1,0,1,629,1813,12972,0,2.0,0.0,6.0,2076.0,4398.0,32233.0,2584913,,,,37771,410,37359,608001,1758701,1086261,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
1,1,1,1,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Alwar,0,0,0,1252,1870,4505,0,0.0,0.0,0.0,3854.0,5902.0,15934.0,3671999,,,,59694,307,59387,1209754,2246904,1052159,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
2,2,2,2,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Banswara,0,0,0,614,1886,4343,0,0.0,0.0,0.0,2027.0,5839.0,11825.0,1798194,,,,10005,104,9901,219641,1039833,556943,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
3,3,3,3,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Baran,0,0,1,484,1232,4927,0,0.0,0.0,1.0,1193.0,3092.0,12373.0,1223921,,,,11996,61,11935,151693,768658,318066,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
4,4,4,4,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Barmer,0,0,0,340,1050,3636,0,0.0,0.0,1.0,1501.0,3150.0,9972.0,2604453,,,,15564,185,15378,324667,1465921,648752,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
5,5,5,5,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Bharatpur,0,0,0,201,1157,3747,0,0.0,0.0,0.0,795.0,3021.0,8671.0,2549121,,,,19601,260,19341,379685,1355776,604563,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
6,6,6,6,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Bhilwara,0,0,0,756,899,6128,0,1.0,0.0,0.0,1557.0,2713.0,17444.0,2410459,,,,29782,156,29625,379339,1528483,744056,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
7,7,7,7,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Bikaner,0,0,0,553,599,2782,0,0.0,0.0,2.0,1914.0,1850.0,7621.0,2367745,,,,40347,545,39794,586175,1463812,724968,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
8,8,8,8,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Bundi,0,0,0,329,1381,4410,0,0.0,0.0,0.0,881.0,4672.0,14242.0,1113725,,,,7967,48,7919,169943,718724,385167,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
9,9,9,9,2021-11-10,RJ,2,0,3,18593,36462,176776,0,23.0,0.0,26.0,63558.0,106750.0,523185.0,Chittorgarh,0,0,0,309,1185,9513,0,0.0,0.0,0.0,868.0,3780.0,33009.0,1544392,,,,19809,139,19670,351600,984182,531814,2021-11-10T22:51:35.102727+05:30,77264000,,,,954471,8954,945473,14903347,42721092,20878220,0,0,0,0,0
