,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Ariyalur,3,0,4,,759,603,0,16.0,0.0,28.0,,2859.0,4915.0,752481,,,,16882,261,16585,,482850,168619,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
1,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Chengalpattu,67,1,78,,473,1477,0,543.0,3.0,613.0,,3989.0,11200.0,2556244,,,,172576,2515,169221,,1344313,620240,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
2,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Chennai,123,2,136,,863,3250,0,822.0,12.0,929.0,,7838.0,27723.0,7100000,,,,555803,8569,546029,,4932218,2899930,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
3,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Coimbatore,102,1,107,,863,4135,0,701.0,13.0,802.0,,5243.0,24812.0,3472578,,,,247822,2433,244257,,2724718,1239359,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
4,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Cuddalore,15,0,19,,7155,6856,0,99.0,3.0,131.0,,25259.0,48803.0,2600880,,,,64234,870,63195,,1562962,713943,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
5,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Dharmapuri,14,1,15,,380,901,0,107.0,1.0,115.0,,2479.0,6362.0,1502900,,,,28578,277,28135,,774767,289807,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
6,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Dindigul,2,0,7,,757,2066,0,32.0,1.0,58.0,,3799.0,13284.0,2161367,,,,33142,648,32439,,1241393,510069,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
7,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Erode,62,1,54,,750,2978,0,440.0,5.0,399.0,,3761.0,15166.0,2259608,,,,104946,692,103484,,1376473,574610,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
8,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Kallakurichi,8,0,5,,722,2447,0,49.0,0.0,33.0,,4623.0,11969.0,1370281,,,,31449,210,31126,,704415,320175,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
9,2021-11-10,TN,828,9,931,101143,33417,76370,0,6036.0,71.0,6818.0,727121.0,185666.0,511584.0,Kancheepuram,20,0,24,,811,1157,0,168.0,2.0,200.0,,6173.0,9141.0,1166401,,,,75227,1260,73668,,671690,263768,2021-11-10T22:51:37.759850+05:30,75695000,,,,2711584,36247,2665178,52236972,41562400,18332930
