,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Ahmedabad,16,0,0,5520,3329,26960,0,36.0,0.0,20.0,31543.0,12426.0,97798.0,7208200,2021-11-11 03:28:41.078307,,,238384,3411,234922,5347345,5983305,3604194,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
1,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Amreli,0,0,0,917,940,8885,0,0.0,0.0,0.0,2516.0,3876.0,34415.0,1513614,2021-11-11 03:28:41.078307,,,10810,102,10708,598027,933499,604910,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
2,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Anand,1,0,0,1503,1479,25477,0,3.0,0.0,2.0,5013.0,6764.0,90959.0,2090276,2021-11-11 03:28:41.078307,,,9640,49,9587,548865,1496510,1046992,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
3,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Aravalli,0,0,0,53,133,3811,0,0.0,0.0,0.0,2016.0,534.0,21423.0,1051746,2021-11-11 03:28:41.078307,,,5186,78,5108,364303,718757,552774,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
4,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Banaskantha,0,0,0,1697,1405,44234,0,0.0,0.0,0.0,5591.0,3398.0,122721.0,3116045,2021-11-11 03:28:41.078307,,,13631,162,13469,854205,2149254,1339306,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
5,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Bharuch,1,0,0,1112,1252,8060,0,1.0,0.0,0.0,5842.0,3863.0,23766.0,1550822,2021-11-11 03:28:41.078307,,,11427,118,11308,521031,1227342,712254,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
6,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Bhavnagar,0,0,0,1853,3606,11634,0,3.0,0.0,0.0,6677.0,9268.0,33457.0,2877961,2021-11-11 03:28:41.078307,,,21450,301,21145,1202728,1694062,1043874,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
7,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Botad,0,0,0,271,221,2705,0,0.0,0.0,0.0,861.0,594.0,7987.0,656005,2021-11-11 03:28:41.078307,,,2218,42,2176,255545,379218,243234,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
8,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Chhota Udaipur,0,0,0,1190,76,4388,0,0.0,0.0,0.0,4920.0,255.0,25034.0,1071831,2021-11-11 03:28:41.078307,,,3395,38,3357,273128,636073,459563,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
9,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Dahod,0,0,0,1653,100,22772,0,0.0,0.0,0.0,6472.0,365.0,118408.0,2126558,2021-11-11 03:28:41.078307,,,9955,38,9917,714850,1499645,798691,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
10,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Dang,0,0,0,0,242,294,0,0.0,0.0,0.0,187.0,1615.0,1961.0,226769,2021-11-11 03:28:41.078307,,,866,18,848,83684,159208,62134,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
11,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Devbhumi Dwarka,0,0,0,1265,2746,3598,0,0.0,0.0,0.0,2351.0,8299.0,12131.0,752484,2021-11-11 03:28:41.078307,,,4175,82,4093,242561,519062,333793,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
12,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Gandhinagar,0,0,0,1214,612,5608,0,1.0,0.0,0.0,4681.0,1693.0,16015.0,1387478,2021-11-11 03:28:41.078307,,,20759,205,20549,837886,1178489,733797,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
13,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Gir Somnath,1,0,0,739,249,2327,0,1.0,0.0,2.0,2181.0,1186.0,10243.0,1217477,2021-11-11 03:28:41.078307,,,8571,67,8501,381837,849269,379368,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
14,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Jamnagar,1,0,7,1087,670,4661,0,4.0,0.0,7.0,5309.0,2240.0,15776.0,2159130,2021-11-11 03:28:41.078307,,,34983,478,34501,891657,1115872,681214,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
15,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Junagadh,2,0,4,1603,637,19366,0,21.0,0.0,21.0,6915.0,1971.0,61712.0,2742291,2021-11-11 03:28:41.078307,,,20537,272,20254,822524,1319476,835171,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
16,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Kheda,0,0,0,1268,1612,14976,0,0.0,0.0,0.0,3616.0,4129.0,55698.0,2298934,2021-11-11 03:28:41.078307,,,10439,48,10391,639537,1463064,974145,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
17,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Kutch,1,0,0,1001,1100,11376,0,3.0,0.0,4.0,3356.0,3016.0,27755.0,2090313,2021-11-11 03:28:41.078307,,,12637,145,12488,829692,1418070,726258,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
18,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Mahisagar,0,0,0,1066,18,5805,0,0.0,0.0,0.0,5113.0,37.0,28999.0,994624,2021-11-11 03:28:41.078307,,,8194,72,8122,393448,815642,497750,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
19,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Mehsana,0,0,0,2325,1038,7471,0,0.0,0.0,0.0,8031.0,2470.0,25543.0,2027727,2021-11-11 03:28:41.078307,,,24420,177,24242,701376,1410445,913086,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
20,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Morbi,2,0,0,895,673,4024,0,2.0,0.0,0.0,3358.0,2160.0,10774.0,960329,2021-11-11 03:28:41.078307,,,6504,87,6415,381130,678426,326483,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
21,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Narmada,0,0,0,205,50,2370,0,0.0,0.0,0.0,732.0,168.0,12333.0,590379,2021-11-11 03:28:41.078307,,,5955,15,5940,275682,413615,301932,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
22,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Navsari,0,0,3,993,304,6982,0,2.0,0.0,7.0,4320.0,1025.0,28377.0,1330711,2021-11-11 03:28:41.078307,,,7222,24,7195,450032,950288,686822,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
23,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Panchmahal,0,0,0,1571,401,10607,0,0.0,0.0,0.0,4242.0,1330.0,33386.0,2388267,2021-11-11 03:28:41.078307,,,11770,70,11700,564156,1112760,683357,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
24,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Patan,0,0,0,1331,564,9885,0,0.0,0.0,0.0,4677.0,1737.0,33761.0,1342746,2021-11-11 03:28:41.078307,,,11624,129,11495,475780,853852,588929,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
25,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Porbandar,0,0,0,386,170,2384,0,0.0,0.0,0.0,1731.0,588.0,7804.0,586062,2021-11-11 03:28:41.078307,,,3486,19,3467,249125,420386,268784,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
26,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Rajkot,2,0,2,2326,1813,10364,0,10.0,0.0,10.0,8300.0,6261.0,38358.0,3157676,2021-11-11 03:28:41.078307,,,57988,725,57254,2080850,2237071,1315239,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
27,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Sabarkantha,0,0,0,914,583,10078,0,3.0,0.0,1.0,3651.0,1571.0,34894.0,2427346,2021-11-11 03:28:41.078307,,,9320,157,9160,497997,1003673,655520,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
28,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Surat,5,0,5,7923,4309,27518,0,21.0,0.0,39.0,29349.0,15084.0,88572.0,4996391,2021-11-11 03:28:41.078307,,,143907,1956,141932,6503393,4807830,2658462,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
29,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Surendranagar,0,0,0,1261,2758,15645,0,1.0,0.0,0.0,14900.0,6300.0,42305.0,1755873,2021-11-11 03:28:41.078307,,,8122,136,7985,543411,1126091,790354,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
30,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Tapi,1,0,0,605,435,3480,0,1.0,0.0,0.0,2967.0,1166.0,12697.0,806489,2021-11-11 03:28:41.078307,,,4442,24,4417,255976,529438,326495,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
31,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Vadodara,4,0,8,3526,1191,14950,0,34.0,0.0,25.0,16219.0,2930.0,42675.0,3639775,2021-11-11 03:28:41.078307,,,78213,788,77367,1967801,2619259,2030828,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
32,2021-11-10,GJ,42,0,36,51270,35739,365432,0,170.0,0.0,164.0,215141.0,111627.0,1259533.0,Valsad,5,0,7,1997,1023,12737,0,23.0,0.0,26.0,7504.0,3308.0,41796.0,1703068,2021-11-11 03:28:41.078307,,,6434,54,6349,518821,1238277,761905,2021-11-11 03:28:41.076753,67936000,2021-11-11 03:28:41.078689,,,826664,10087,816362,31268383,44957228,27937618
