,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,East Garo Hills,2,1,0,,81,234,0,0,7.0,1.0,5.0,,830.0,2126.0,0,317618,,,,1875,14,1854,,48748,23732,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
1,1,1,1,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,East Jaintia Hills,0,0,1,,24,174,0,0,2.0,1.0,3.0,,506.0,2905.0,0,122436,,,,2435,32,2400,,65076,37206,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
2,2,2,2,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,East Khasi Hills,18,0,17,,373,1523,0,0,149.0,1.0,174.0,,1855.0,8281.0,0,824059,,,,41261,991,40031,,321191,238147,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
3,3,3,3,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,North Garo Hills,0,0,2,,102,493,0,0,-1.0,0.0,3.0,,793.0,2849.0,0,118325,,,,1685,8,1677,,63876,32924,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
4,4,4,4,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,Ri-Bhoi,3,0,2,,0,0,0,0,13.0,1.0,13.0,,0.0,0.0,0,0,,,,9710,90,9606,,0,0,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
5,5,5,5,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,South Garo Hills,1,0,0,,47,171,0,0,1.0,0.0,0.0,,356.0,1178.0,0,142574,,,,1217,12,1204,,40641,20522,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
6,6,6,6,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,South West Garo Hills,1,0,0,,324,645,0,0,1.0,0.0,2.0,,2475.0,4426.0,0,172495,,,,1873,18,1854,,76763,46132,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
7,7,7,7,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,South West Khasi Hills,0,0,2,,63,183,0,0,0.0,0.0,6.0,,260.0,1238.0,0,110152,,,,2549,17,2531,,33721,18800,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
8,8,8,8,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,West Garo Hills,1,0,2,,299,1056,0,0,19.0,0.0,7.0,,2023.0,8282.0,0,642923,,,,9050,72,8954,,212541,132091,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
9,9,9,9,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,West Jaintia Hills,1,0,1,,66,359,0,0,3.0,0.0,20.0,,834.0,4183.0,0,270352,,,,6808,135,6666,,85710,53750,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
10,10,10,10,2021-11-10,ML,28,1,28,0,1700,5866,0,0,208.0,5.0,266.0,,11885.0,40971.0,0.0,West Khasi Hills,1,0,1,,103,324,0,0,14.0,1.0,33.0,,531.0,1672.0,0,385601,,,,5479,72,5386,,77792,45559,0,0,2021-11-10T22:51:30.201492+05:30,3224000,,,,83942,1461,82163,,1120145,702852,0,0,0.0,0
