,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Ahmednagar,91,1,883,,6207,8850,0,0,643.0,21.0,1191.0,,18656.0,28254.0,0,4543083,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,340414,7078,331817,,2497529,918308,0,3,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,3.0
1,1,1,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Akola,3,0,0,,6694,2973,0,0,9.0,0.0,3.0,,16245.0,8355.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58779,1425,57325,,785531,369759,0,4,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,4.0
2,2,2,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Amravati,1,0,0,,5491,5321,0,0,10.0,1.0,0.0,,13734.0,14768.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96241,1595,94618,,1259270,567427,0,2,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,2.0
3,3,3,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Aurangabad,16,0,65,,12411,8149,0,0,91.0,1.0,92.0,,29686.0,24531.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155488,4252,150798,,1811979,755426,0,14,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,14.0
4,4,4,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Beed,6,2,18,,8031,5842,0,0,55.0,3.0,102.0,,23128.0,18708.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103822,2812,100995,,1187742,517577,0,7,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,7.0
5,5,5,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Bhandara,0,0,0,,553,3061,0,0,1.0,0.0,1.0,,1296.0,6377.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60081,1123,58946,,827586,429871,0,10,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,10.0
6,6,6,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Buldhana,3,1,1,,16590,9085,0,0,9.0,1.0,7.0,,41073.0,23741.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85533,798,84721,,1191386,545792,0,6,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,6.0
7,7,7,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Chandrapur,3,0,0,,2596,5643,0,0,7.0,0.0,0.0,,7691.0,14795.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88977,1562,87387,,1346169,477498,0,4,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,4.0
8,8,8,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Dhule,0,0,2,,2608,3173,0,0,5.0,0.0,5.0,,9404.0,9862.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46179,654,45513,,1028723,495350,0,11,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,11.0
9,9,9,2021-11-10,MH,1094,17,1976,123191,209322,302380,0,0,6265.0,134.0,8832.0,575191.0,613886.0,1017087.0,0.0,Gadchiroli,2,0,2,,1408,1304,0,0,3.0,0.0,3.0,,4640.0,3014.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30444,669,29739,,549323,237184,0,33,2022-01-22 00:35:04.885018,122153000,2022-01-22 00:35:04.885815,,3634 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6620423,140447,6463932,63522546,68271801,32385279,0,3634,3634.0,33.0
