"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","7","1","1","0","1913","1892","14"
"East Jaintia Hills","3","0","0","0","2446","2411","32"
"East Khasi Hills","112","6","8","1","41875","40759","1004"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","4","3","0","0","9736","9642","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","1","1","0","0","2550","2532","17"
"West Garo Hills","8","0","0","0","9087","9006","73"
"West Jaintia Hills","1","0","0","0","6823","6686","136"
"West Khasi Hills","4","0","1","0","5520","5442","74"
"Total","140","11","10","1","84726","83108","1478"
