Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-03-08,HP,Bilaspur,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,18205,95,18084,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,1
2022-03-08,HP,Chamba,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,15928,169,15676,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,2
2022-03-08,HP,Hamirpur,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,23278,327,22902,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,1
2022-03-08,HP,Kangra,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,63522,1245,62128,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,7
2022-03-08,HP,Kinnaur,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,4421,41,4377,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,0
2022-03-08,HP,Kullu,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,11942,162,11772,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,2
2022-03-08,HP,Lahaul and Spiti,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,3153,18,3135,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,0
2022-03-08,HP,Mandi,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,38704,501,38125,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,0
2022-03-08,HP,Shimla,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,35585,713,34811,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,4
2022-03-08,HP,Sirmaur,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,19844,221,19602,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,0
2022-03-08,HP,Solan,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,30583,335,30208,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,0
2022-03-08,HP,Una,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,18671,278,18367,,2022-03-08 23:56:02.051884,2022-03-08 17:00:00+05:30,https://twitter.com/nhm_hp,,283836,4105,279187,,19,2
