TT|2022-06-10 07:55:10.822374|GetSource|ERR|File Not Found
TT|2022-06-10 09:55:10.460107|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 09:55:27.275612|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 11:55:10.977777|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 11:55:28.514481|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 19:55:10.711050|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 19:55:33.980666|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 20:55:09.927703|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 20:55:29.701190|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 21:55:10.274594|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 21:55:29.911145|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 22:55:10.427570|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 22:55:30.068149|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 23:55:09.995245|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-10 23:55:30.943532|ExtractFromHTML|OK|COMPLETED
TT|2022-06-11 07:55:12.279432|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-11 09:55:10.274893|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
