,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-11-12,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
1,2023-11-12,TT,Andhra Pradesh,,,,2340677,14733,2325944,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
2,2023-11-12,TT,Arunachal Pradesh,,,,67049,296,66753,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
3,2023-11-12,TT,Assam,,,,746164,8035,738129,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
4,2023-11-12,TT,Bihar,,,,855267,12314,842953,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
5,2023-11-12,TT,Chandigarh,,,,100698,1185,99513,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
6,2023-11-12,TT,Chhattisgarh,,,,1187697,14190,1173507,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
7,2023-11-12,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
8,2023-11-12,TT,Delhi,,,,2041110,26666,2014442,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
9,2023-11-12,TT,Goa,,,,263373,4014,259359,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
10,2023-11-12,TT,Gujarat,,,,1291453,11080,1280368,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
11,2023-11-12,TT,Haryana,,,,1078967,10779,1068186,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
12,2023-11-12,TT,Himachal Pradesh,,,,322943,4245,318698,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
13,2023-11-12,TT,Jammu and Kashmir,,,,482036,4792,477244,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
14,2023-11-12,TT,Jharkhand,,,,443831,5334,438497,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
15,2023-11-12,TT,Karnataka,,,,4088910,40359,4048551,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
16,2023-11-12,TT,Kerala,,,,6907463,72043,6835387,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
17,2023-11-12,TT,Ladakh,,,,29603,231,29372,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
18,2023-11-12,TT,Lakshadweep,,,,11415,52,11363,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
19,2023-11-12,TT,Maharashtra,,,,8171917,148563,8023346,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
20,2023-11-12,TT,Manipur,,,,140034,2149,137885,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
21,2023-11-12,TT,Meghalaya,,,,96990,1628,95362,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
22,2023-11-12,TT,Mizoram,,,,239562,734,238828,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
23,2023-11-12,TT,Madhya Pradesh,,,,1056554,10786,1045768,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
24,2023-11-12,TT,Nagaland,,,,36033,782,35251,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
25,2023-11-12,TT,Odisha,,,,1348435,9215,1339166,,,2023-11-12 17:57:24.073752,,,,45001439,533295,44468005,935879495,2206776129
