"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","0","40685","0","40316","1","0","368","0"
"","2","Ballari","2","115528","1","113745","17","0","1764","2"
"","3","Belagavi","0","100150","0","99136","10","0","1002","2"
"","4","Bengaluru Rural","3","79309","0","78386","16","0","907","0"
"","5","Bengaluru 
urban**","276","1788151","173","1769096","2091","0","16963","1"
"","6","Bidar","0","29809","0","29385","0","0","420","4"
"","7","Chamarajanagara","0","43618","0","43083","0","0","524","11"
"","8","Chikkaballapura","0","55629","0","55166","2","0","460","1"
"","9","Chikkamagaluru","0","57258","1","56851","1","0","406","0"
"","10","Chitradurga","1","46376","2","46135","2","0","239","0"
"","11","Dakshina 
Kannada","8","135618","0","133741","27","0","1840","10"
"","12","Davanagere","0","57544","0","56920","1","0","623","0"
"","13","Dharwada","0","84098","2","82706","1","0","1384","7"
"","14","Gadag","0","30584","0","30248","0","0","336","0"
"","15","Hassana","1","143873","0","142560","4","0","1307","2"
"","16","Haveri","0","26840","0","26171","0","0","669","0"
"","17","Kalaburagi","0","76610","0","75729","0","0","881","0"
"","18","Kodagu","0","49264","0","48911","0","0","352","1"
"","19","Kolara","0","63016","0","62352","0","0","664","0"
"","20","Koppala","0","41281","0","40743","0","0","538","0"
"","21  Mandya","","0","101486","0","100775","0","0","711","0"
"","22  Mysuru","","4","229579","5","227008","12","0","2559","0"
"","23","Raichuru","1","45453","0","45087","2","0","364","0"
"","24","Ramanagara","0","29811","0","29462","2","0","347","0"
"","25","Shivamogga","0","83333","0","82202","2","0","1128","1"
"","26","Tumakuru","1","159860","3","158636","6","0","1218","0"
"","27","Udupi","0","95620","0","95072","2","0","546","0"
"","28","Uttara Kannada","0","71173","0","70363","1","0","809","0"
"","29","Vijayapura","0","41018","0","40493","4","0","521","0"
"","30","Yadagiri","0","29967","0","29755","0","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","297","3952577","187","3910266","2204","0","40065","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
# Cumulative total of Non COVID deaths reported till today.  
**BBMP discharges reconciled from SSU. 
 ##  Bengaluru urban Positives includes BBMP late reported  30 Positive  cases of 1.06.2022. 
 
Date: 02-06-2022 
Page 5 of 6","","","","","","","","","",""
