"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16861","16554","46","261"
"2","Chengalpattu","171949","168519","918","2512"
"3","Chennai","554881","544973","1354","8554"
"4","Coimbatore","247011","243330","1261","2420"
"5","Cuddalore","64116","63042","207","867"
"6","Dharmapuri","28454","27995","184","275"
"7","Dindigul","33107","32370","91","646"
"8","Erode","104441","103007","747","687"
"9","Kallakurichi","31389","31085","94","210"
"10","Kancheepuram","75031","73444","329","1258"
"11","Kanyakumari","62401","61145","207","1049"
"12","Karur","24137","23558","222","357"
"13","Krishnagiri","43602","43065","189","348"
"14","Madurai","75237","73904","160","1173"
"15","Mayiladuthurai","23286","22905","65","316"
"16","Nagapattinam","21095","20589","159","347"
"17","Namakkal","52335","51353","482","500"
"18","Nilgiris","33607","33204","191","212"
"19","Perambalur","12068","11795","30","243"
"20","Pudukottai","30202","29656","130","416"
"21","Ramanathapuram","20573","20173","42","358"
"22","Ranipet","43458","42581","102","775"
"23","Salem","100013","97739","589","1685"
"24","Sivagangai","20221","19883","131","207"
"25","Tenkasi","27362","26845","32","485"
"26","Thanjavur","75432","73973","483","976"
"27","Theni","43577","43025","31","521"
"28","Thirupathur","29317","28616","76","625"
"29","Thiruvallur","119433","117221","370","1842"
"30","Thiruvannamalai","55003","54157","179","667"
"31","Thiruvarur","41503","40811","248","444"
"32","Thoothukudi","56327","55786","132","409"
"33","Tirunelveli","49395","48833","129","433"
"34","Tiruppur","95540","93809","750","981"
"35","Trichy","77602","76118","424","1060"
"36","Vellore","49901","48581","188","1132"
"37","Villupuram","45877","45404","117","356"
"38","Virudhunagar","46301","45698","55","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1083","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,04,586","26,57,282","11,147","36,157"
