District,Recovered,Deceased,Active
गौतम बिु नगर,63280,468,5779
लखनऊ,236475,2651,4702
गाज़ियाबाद,55460,461,4614
मरेठ,68682,903,3556
िाराणसी,84579,971,1592
आगरा,25347,458,1216
मरुादाबाद,38772,349,1085
कानपरु नगर,81058,1905,855
मथरुा,19954,402,739
प्रयागराज,77678,1090,737
मजुफ्फरनगर,30762,269,674
गोरखपरु,58604,849,661
सहारनपरु,32353,420,652
बलुदंशहर,19984,246,509
अलीगढ,21191,109,494
बरेली,43684,377,451
झासी,35913,663,406
शामली,12937,45,373
बागपत,8998,141,287
सभंल,9336,106,275
बाराबकंी,19634,225,250
अमरोहा,16423,203,202
रामपरु,11687,148,200
अयोध्या,16635,290,194
हापड़ु,12427,217,192
राय बरेली,16771,343,166
गाजीपरु,21372,283,159
चदंौली,15856,357,145
बबजनौर,14670,126,138
हाथरस,2878,43,137
हरदोई,13410,349,125
मनैपरुी,9852,182,116
शाहजहांपरु,19929,444,114
सोनभद्र,16568,252,100
बस्ती,11391,330,99
देवररया,20012,222,96
क्रिरोजाबाद,8587,135,95
सीतापरु,12214,185,94
उन्नाव,14769,254,87
बदाय,14848,99,83
जौनपरु,22350,235,83
बहराइच,11374,178,80
इटावा,13640,293,77
