"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19887","19619","1","267"
"2","Chengalpattu","237622","234016","948","2658"
"3","Chennai","756746","745206","2472","9068"
"4","Coimbatore","330515","327634","264","2617"
"5","Cuddalore","74295","73388","12","895"
"6","Dharmapuri","36205","35916","6","283"
"7","Dindigul","37485","36818","2","665"
"8","Erode","132735","131965","36","734"
"9","Kallakurichi","36526","36310","1","215"
"10","Kancheepuram","94819","93316","201","1302"
"11","Kanyakumari","86549","85234","230","1085"
"12","Karur","29768","29388","8","372"
"13","Krishnagiri","59673","59289","14","370"
"14","Madurai","91152","89851","65","1236"
"15","Mayiladuthurai","26512","26171","11","330"
"16","Nagapattinam","25447","25070","2","375"
"17","Namakkal","68034","67481","19","534"
"18","Nilgiris","42208","41953","29","226"
"19","Perambalur","14476","14216","11","249"
"20","Pudukottai","34479","34051","2","426"
"21","Ramanathapuram","24685","24315","2","368"
"22","Ranipet","54009","53171","51","787"
"23","Salem","127481","125671","48","1762"
"24","Sivagangai","23893","23635","39","219"
"25","Tenkasi","32764","32260","14","490"
"26","Thanjavur","92188","91138","10","1040"
"27","Theni","50618","50072","13","533"
"28","Thirupathur","35751","35106","12","633"
"29","Thiruvallur","147977","145765","273","1939"
"30","Thiruvannamalai","66848","66133","30","685"
"31","Thiruvarur","48031","47552","7","472"
"32","Thoothukudi","65055","64541","66","448"
"33","Tirunelveli","62898","62366","87","445"
"34","Tiruppur","129980","128900","28","1052"
"35","Trichy","95088","93853","74","1161"
"36","Vellore","57375","56181","31","1163"
"37","Villupuram","54596","54226","4","366"
"38","Virudhunagar","56877","56293","30","554"
"39","Airport Surveillance 
(International)","1325","1305","19","1"
"40","Airport Surveillance 
(Domestic)","1131","1128","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,64,131","34,20,931","5,174","38,026"
