,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Ahmednagar,50,1,44,,6537,20685,0,824,343.0,11.0,357.0,,37787.0,114104.0,0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,343165,7151,335642,,2803097,1545659,0,11,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
1,1,1,1,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Akola,0,0,0,,1257,4833,0,2,6.0,0.0,7.0,,8811.0,30084.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58807,1428,57370,,1095377,556965,0,4,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
2,2,2,2,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Amravati,5,0,4,,2758,10364,0,46,10.0,0.0,12.0,,20297.0,55160.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96306,1598,94694,,1816067,912709,0,2,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
3,3,3,3,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Aurangabad,9,0,6,,2793,8203,0,301,86.0,0.0,66.0,,23443.0,57228.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,156060,4264,151708,,2606715,1288889,0,14,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
4,4,4,4,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Beed,1,0,1,,3346,5250,0,45,38.0,0.0,54.0,,28133.0,38362.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104140,2837,101241,,1569315,857570,0,7,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
5,5,5,5,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Bhandara,0,0,0,,134,626,0,-95,2.0,0.0,0.0,,3791.0,26052.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59996,1123,58861,,862229,639528,0,10,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
6,6,6,6,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Buldhana,1,1,2,,1645,8127,0,21,6.0,1.0,7.0,,13152.0,51342.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85637,806,84820,,1630159,886734,0,6,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
7,7,7,7,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Chandrapur,0,0,1,,1757,11369,0,35,5.0,0.0,5.0,,14419.0,81152.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89036,1564,87455,,1491672,891424,0,4,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
8,8,8,8,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Dhule,0,0,0,,2223,7274,0,-29,10.0,0.0,2.0,,17240.0,39446.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46170,655,45496,,1292249,795553,0,11,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
9,9,9,9,2021-12-21,MH,825,14,792,111385,132676,431890,0,4337,5829.0,79.0,5119.0,819373.0,974546.0,2761665.0,0.0,Gadchiroli,0,0,4,,5419,8056,0,2,2.0,0.0,8.0,,18072.0,23463.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30471,669,29764,,629768,386358,0,33,2022-01-22 00:35:12.192391,122153000,2022-01-22 00:35:12.193201,,3680 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6650965,141367,6498807,67883061,79093771,49881534,0,3680,1.0,0.0
