,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-06,DL,Central Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
1,1,2021-12-06,DL,East Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
2,2,2021-12-06,DL,New Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
3,3,2021-12-06,DL,North Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
4,4,2021-12-06,DL,North East Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
5,5,2021-12-06,DL,North West Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
6,6,2021-12-06,DL,Shahdara,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
7,7,2021-12-06,DL,South Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
8,8,2021-12-06,DL,South East Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
9,9,2021-12-06,DL,South West Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
10,10,2021-12-06,DL,West Delhi,,,,,,,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
11,11,2021-12-06,DL,Unknown,,,,1441398.0,25099.0,1415955.0,,2021-12-07 11:03:56.446073,,,,1441398,25099,1415955,31267465
