"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20175","19873","35","267"
"2","Chengalpattu","250420","247183","579","2658"
"3","Chennai","785490","773437","2984","9069"
"4","Coimbatore","337342","333968","756","2618"
"5","Cuddalore","75359","74318","146","895"
"6","Dharmapuri","36619","36289","47","283"
"7","Dindigul","38533","37764","104","665"
"8","Erode","134878","133800","344","734"
"9","Kallakurichi","36882","36649","18","215"
"10","Kancheepuram","97540","96160","78","1302"
"11","Kanyakumari","88899","87620","194","1085"
"12","Karur","30090","29679","39","372"
"13","Krishnagiri","61112","60454","287","371"
"14","Madurai","92671","91352","83","1236"
"15","Mayiladuthurai","27085","26632","123","330"
"16","Nagapattinam","25831","25419","37","375"
"17","Namakkal","69214","68540","140","534"
"18","Nilgiris","42669","42404","39","226"
"19","Perambalur","14868","14576","43","249"
"20","Pudukottai","35098","34619","53","426"
"21","Ramanathapuram","24960","24581","11","368"
"22","Ranipet","55769","54870","112","787"
"23","Salem","130229","128103","364","1762"
"24","Sivagangai","24836","24527","90","219"
"25","Tenkasi","33749","33169","90","490"
"26","Thanjavur","93215","92078","97","1040"
"27","Theni","51717","51085","99","533"
"28","Thirupathur","35932","35279","20","633"
"29","Thiruvallur","152489","150471","78","1940"
"30","Thiruvannamalai","67960","67248","27","685"
"31","Thiruvarur","48803","48243","87","473"
"32","Thoothukudi","66927","66414","65","448"
"33","Tirunelveli","65448","64832","171","445"
"34","Tiruppur","131211","130015","144","1052"
"35","Trichy","97424","96113","150","1161"
"36","Vellore","57869","56663","43","1163"
"37","Villupuram","55919","55460","92","367"
"38","Virudhunagar","59051","58408","88","555"
"39","Airport Surveillance 
(International)","1387","1377","9","1"
"40","Airport Surveillance 
(Domestic)","1156","1149","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,57,254","35,11,249","7,972","38,033"
