"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","15","40833","9","40392","73","0","368","0"
"","2","Ballari","27","115899","23","113982","150","0","1765","2"
"","3","Belagavi","34","100508","30","99373","128","0","1005","2"
"","4","Bengaluru Rural","6","79592","14","78594","91","0","907","0"
"","5","Bengaluru urban","1615","1833572","1077","1808574","8023","1","16974","1"
"","6","Bidar","13","29924","7","29452","48","0","420","4"
"","7","Chamarajanagara","7","43696","6","43123","38","0","524","11"
"","8","Chikkaballapura","15","55720","7","55197","61","0","461","1"
"","9","Chikkamagaluru","1","57341","0","56921","13","0","407","0"
"","10","Chitradurga","1","46417","1","46169","9","0","239","0"
"","11","Dakshina 
Kannada","20","136217","17","134280","83","0","1844","10"
"","12","Davanagere","6","57612","2","56966","22","0","624","0"
"","13","Dharwada","70","84715","51","83154","167","0","1387","7"
"","14","Gadag","1","30606","2","30265","4","0","337","0"
"","15","Hassana","40","144110","23","142708","93","0","1307","2"
"","16","Haveri","8","26891","2","26209","13","0","669","0"
"","17","Kalaburagi","33","76854","1","75840","131","1","883","0"
"","18","Kodagu","47","49393","8","48946","94","0","352","1"
"","19","Kolara","18","63296","9","62562","69","0","665","0"
"","20","Koppala","3","41324","2","40771","14","1","539","0"
"","21  Mandya","","22","101650","18","100877","62","0","711","0"
"","22  Mysuru","","51","230367","35","227605","202","0","2560","0"
"","23","Raichuru","6","45517","7","45122","29","1","366","0"
"","24","Ramanagara","3","29866","0","29509","10","0","347","0"
"","25","Shivamogga","12","83487","3","82304","53","0","1129","1"
"","26","Tumakuru","41","160095","12","158778","99","0","1218","0"
"","27","Udupi","7","95856","7","95285","24","0","547","0"
"","28","Uttara Kannada","6","71350","17","70508","32","0","810","0"
"","29","Vijayapura","2","41067","3","40517","29","0","521","0"
"","30","Yadagiri","0","29974","2","29760","2","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","2130","4003785","1395","3953776","9866","4","40101","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 29-07-2022 
Page 5 of 9","","","","","","","","","",""
