"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20199","19912","20","267"
"2","Chengalpattu","250996","247989","349","2658"
"3","Chennai","786757","775399","2289","9069"
"4","Coimbatore","338290","335095","577","2618"
"5","Cuddalore","75505","74512","98","895"
"6","Dharmapuri","36712","36379","50","283"
"7","Dindigul","38635","37924","46","665"
"8","Erode","135364","134311","319","734"
"9","Kallakurichi","36901","36680","6","215"
"10","Kancheepuram","97685","96329","54","1302"
"11","Kanyakumari","89066","87826","155","1085"
"12","Karur","30137","29742","23","372"
"13","Krishnagiri","61502","60912","219","371"
"14","Madurai","92824","91516","72","1236"
"15","Mayiladuthurai","27198","26793","75","330"
"16","Nagapattinam","25880","25486","19","375"
"17","Namakkal","69387","68754","99","534"
"18","Nilgiris","42707","42458","23","226"
"19","Perambalur","14883","14600","34","249"
"20","Pudukottai","35131","34685","20","426"
"21","Ramanathapuram","24971","24589","14","368"
"22","Ranipet","55929","55112","30","787"
"23","Salem","130622","128611","249","1762"
"24","Sivagangai","24923","24654","50","219"
"25","Tenkasi","33799","33286","23","490"
"26","Thanjavur","93346","92237","69","1040"
"27","Theni","51756","51198","25","533"
"28","Thirupathur","35985","35318","34","633"
"29","Thiruvallur","152718","150679","99","1940"
"30","Thiruvannamalai","68069","67333","51","685"
"31","Thiruvarur","48880","48370","37","473"
"32","Thoothukudi","66998","66518","32","448"
"33","Tirunelveli","65578","65061","72","445"
"34","Tiruppur","131471","130289","130","1052"
"35","Trichy","97611","96336","114","1161"
"36","Vellore","57944","56724","57","1163"
"37","Villupuram","56022","55606","49","367"
"38","Virudhunagar","59115","58516","44","555"
"39","Airport Surveillance 
(International)","1387","1384","2","1"
"40","Airport Surveillance 
(Domestic)","1162","1157","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,64,473","35,20,708","5,732","38,033"
