,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Ahmednagar,56,1,0,,6098,9795,0,0,689.0,24.0,311.0,,11787.0,15547.0,0,4543083,,,,340228,7068,330934,,2485713,900932,0,1,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
1,1,1,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Akola,2,0,1,,4502,2771,0,0,12.0,0.0,7.0,,10270.0,4704.0,0,1818617,,,,58776,1425,57325,,773911,364181,0,4,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
2,2,2,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Amravati,3,1,0,,3471,4336,0,0,8.0,1.0,0.0,,5924.0,6864.0,0,2887826,,,,96239,1595,94618,,1249359,557578,0,2,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
3,3,3,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Aurangabad,14,0,0,,7722,7507,0,0,129.0,1.0,118.0,,13836.0,12564.0,0,3695928,,,,155468,4252,150733,,1791280,739612,0,14,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
4,4,4,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Beed,7,1,34,,6066,5303,0,0,54.0,2.0,64.0,,21450.0,16520.0,0,2585962,,,,103806,2810,100947,,1174006,506765,0,7,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
5,5,5,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Bhandara,0,0,0,,350,1569,0,0,1.0,0.0,1.0,,469.0,2359.0,0,1198810,,,,60081,1123,58946,,826655,425157,0,10,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
6,6,6,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Buldhana,0,0,0,,8844,6068,0,0,9.0,0.0,7.0,,23394.0,14592.0,0,2588039,,,,85530,797,84718,,1164666,531094,0,6,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
7,7,7,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Chandrapur,0,0,0,,2928,5096,0,0,5.0,2.0,0.0,,4515.0,6767.0,0,2194262,,,,88973,1562,87387,,1341444,467877,0,4,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
8,8,8,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Dhule,0,0,2,,3752,3438,0,0,3.0,0.0,4.0,,12311.0,9867.0,0,2048781,,,,46176,654,45511,,1023723,489417,0,11,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
9,9,9,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Gadchiroli,0,0,0,,455,411,0,0,2.0,0.0,2.0,,5104.0,3185.0,0,1071795,,,,30442,669,29737,,546275,234940,0,33,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
