,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
10,10,10,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Gondia,0,0,0,,710,2356,0,0,0.0,0.0,0.0,,2113.0,7112.0,0,1322331,,,,40519,569,39941,,891917,479847,0,7,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
11,11,11,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Hingoli,0,0,0,,4188,1725,0,0,2.0,0.0,10.0,,10389.0,4276.0,0,1178973,,,,18477,506,17959,,551561,206606,0,1,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
12,12,12,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Jalgaon,2,0,2,,4460,5257,0,0,12.0,0.0,14.0,,9407.0,8687.0,0,4224442,,,,139946,2714,137192,,2098532,710870,0,32,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
13,13,13,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Jalna,1,0,7,,2490,1713,0,0,13.0,1.0,17.0,,8288.0,4303.0,0,1958483,,,,60629,1210,59404,,1097160,421558,0,1,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
14,14,14,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Kolhapur,7,0,34,,2077,5377,0,0,52.0,0.0,67.0,,3500.0,8805.0,0,3874015,,,,206727,5847,200774,,2541345,1054378,0,5,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
15,15,15,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Latur,2,0,0,,5452,4356,0,0,28.0,0.0,60.0,,15267.0,9623.0,0,2455543,,,,92163,2437,89668,,1206209,521307,0,6,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
16,16,16,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Mumbai,206,5,317,,20309,83671,0,0,1666.0,30.0,2533.0,,40878.0,137151.0,0,12442373,,,,758673,16281,736271,,9172223,5735982,0,2522,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,7.0
17,17,17,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Nagpur,1,0,0,,5986,12921,0,0,21.0,0.0,39.0,,20134.0,34764.0,0,4653171,,,,493633,9128,484386,,3032696,1503661,0,71,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
18,18,18,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Nanded,1,0,3,,5737,4353,0,0,19.0,0.0,22.0,,33611.0,16251.0,0,3356566,,,,90428,2658,87745,,1610601,583063,0,7,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
19,19,19,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Nandurbar,0,0,0,,1780,1310,0,0,1.0,0.0,1.0,,47061.0,21805.0,0,1646177,,,,40007,948,39055,,772172,364806,0,3,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
20,20,20,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Nashik,42,1,252,,12492,12399,0,0,348.0,4.0,481.0,,34028.0,21657.0,0,6109052,,,,411078,8683,401974,,3525701,1329477,0,1,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
21,21,21,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Osmanabad,5,0,12,,4694,2004,0,0,35.0,6.0,79.0,,14944.0,4876.0,0,1660311,,,,67876,1969,65659,,826445,314782,0,116,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,2.0
22,22,22,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Other State,0,0,0,,0,0,0,0,,,,,,,0,0,,,,144,111,31,,0,0,0,2,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,,
23,23,23,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Palghar,21,0,96,,5199,17474,0,0,162.0,7.0,246.0,,13685.0,39623.0,0,2990116,,,,138185,3289,134599,,1886408,725070,0,14,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
24,24,24,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Parbhani,5,0,0,,5329,2897,0,0,24.0,0.0,14.0,,16090.0,7381.0,0,1835982,,,,52387,1233,51092,,929046,388416,0,19,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
25,25,25,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Pune,130,0,192,,8250,27184,0,0,1408.0,28.0,1605.0,,18535.0,55663.0,0,9426959,,,,1156323,19622,1133367,,7867966,4333012,0,349,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
26,26,26,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Raigad,22,0,41,,3212,9735,0,0,264.0,2.0,341.0,,7232.0,19567.0,0,2635394,,,,196254,4553,191150,,1869722,798858,0,7,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
27,27,27,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Ratnagiri,7,0,28,,967,1911,0,0,52.0,10.0,106.0,,2195.0,3387.0,0,1612672,,,,79010,2488,76433,,923925,393654,0,5,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
28,28,28,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Sangli,12,1,0,,1769,6361,0,0,80.0,2.0,200.0,,2765.0,8596.0,0,2820575,,,,209855,5615,203964,,1814695,813641,0,9,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
29,29,29,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Satara,11,2,122,,2017,7947,0,0,181.0,15.0,352.0,,4273.0,13667.0,0,3003922,,,,250615,6445,243855,,1969550,882832,0,31,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
30,30,30,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Sindhudurg,4,0,50,,512,1232,0,0,48.0,4.0,195.0,,1973.0,2585.0,0,848868,,,,52843,1439,51214,,527519,282663,0,15,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
31,31,31,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Solapur,18,0,135,,5497,5470,0,0,187.0,7.0,257.0,,15695.0,10013.0,0,4315527,,,,210681,5558,204772,,2266110,703506,0,110,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
32,32,32,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Thane,114,3,226,,14371,47596,0,0,936.0,31.0,1017.0,,34808.0,85007.0,0,11060148,,,,611192,11493,598158,,5531481,2851533,0,35,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
33,33,33,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Wardha,0,0,0,,1368,2679,0,0,3.0,0.0,2.0,,2984.0,5280.0,0,1296157,,,,57347,1217,55958,,760350,321821,0,165,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
34,34,34,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Washim,0,0,1,,2512,2437,0,0,1.0,0.0,1.0,,11489.0,8925.0,0,1196714,,,,41664,637,41022,,593383,332057,0,3,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
35,35,35,2021-11-08,MH,693,15,1555,61720,172054,321632,0,0,6460.0,177.0,8177.0,549802.0,499869.0,641588.0,0.0,Yavatmal,0,0,0,,6488,4973,0,0,5.0,0.0,4.0,,19465.0,9615.0,0,2775457,,,,75972,1798,74164,,1242149,510044,0,4,2022-01-23T08:45:18.934461+05:30,122153000,,,,6618347,140403,6460663,63302489,67885898,31780997,0,3632,9.0,0.0
