,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Bilaspur,26,0,26,,123,4192,0,0,68.0,0.0,141.0,0.0,474.0,11646.0,0,382056,,,,14463,85,14274,,323797,248746,0,1,2021-11-08T22:27:38.098264+05:30,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
1,1,1,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Chamba,2,0,1,,266,5443,0,0,9.0,0.0,22.0,0.0,1585.0,28477.0,0,518844,,,,13697,160,13525,,366094,229800,0,2,2021-11-08T22:27:38.098264+05:31,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
2,2,2,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Hamirpur,37,1,41,,101,3090,0,0,166.0,3.0,275.0,0.0,437.0,11679.0,0,454293,,,,17573,290,17042,,377895,284109,0,1,2021-11-08T22:27:38.098264+05:32,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
3,3,3,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Kangra,42,3,100,,522,11973,0,0,275.0,16.0,637.0,0.0,2116.0,41604.0,0,1507223,,,,51152,1142,49607,,1185257,775810,0,5,2021-11-08T22:27:38.098264+05:33,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
4,4,4,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Kinnaur,0,0,0,,1,55,0,0,7.0,0.0,3.0,0.0,32.0,376.0,0,84298,,,,3515,38,3468,,79709,63621,0,0,2021-11-08T22:27:38.098264+05:34,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
5,5,5,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Kullu,4,0,6,,278,4435,0,0,12.0,0.0,18.0,0.0,811.0,12581.0,0,437474,,,,9709,158,9519,,352220,217717,0,2,2021-11-08T22:27:38.098264+05:35,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
6,6,6,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Lahaul and Spiti,3,0,0,,14,95,0,0,4.0,0.0,0.0,0.0,25.0,277.0,0,31528,,,,2957,18,2935,,31949,21369,0,0,2021-11-08T22:27:38.098264+05:36,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
7,7,7,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Mandi,13,0,7,,264,9162,0,0,92.0,3.0,138.0,0.0,1036.0,32454.0,0,999518,,,,31712,453,31142,,776498,516361,0,0,2021-11-08T22:27:38.098264+05:37,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
8,8,8,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Shimla,8,1,22,,308,4767,0,0,62.0,2.0,93.0,0.0,1282.0,26517.0,0,813384,,,,27612,643,26890,,680072,448250,0,4,2021-11-08T22:27:38.098264+05:38,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
9,9,9,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Sirmaur,1,0,0,,316,6473,0,0,3.0,0.0,0.0,0.0,1325.0,23900.0,0,530164,,,,15459,211,15244,,425356,237658,0,0,2021-11-08T22:27:38.098264+05:39,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
10,10,10,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Solan,3,0,7,,335,7697,0,0,9.0,0.0,23.0,0.0,917.0,20774.0,0,576670,,,,22827,314,22497,,692320,364282,0,0,2021-11-08T22:27:38.098264+05:40,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
11,11,11,2021-11-08,HP,145,5,233,0,2697,62492,0,0,784.0,26.0,1500.0,0,10701.0,228688.0,0.0,Una,6,0,23,,169,5110,0,0,77.0,2.0,150.0,0.0,661.0,18403.0,0,521057,,,,14359,255,13985,,435746,308404,0,2,2021-11-08T22:27:38.098264+05:41,7300000,,,,225035,3767,220128,,5726913,3716127,0,17,0.0,0.0
