Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-11-08,UT,Almora,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Bageshwar,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Chamoli,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Champawat,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Dehradun,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Haridwar,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Nainital,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Pauri Garhwal,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Pithoragarh,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Rudraprayag,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Tehri Garhwal,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Udham Singh Nagar,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Uttarkashi,,,,,,,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
2021-11-08,UT,Unknown,,,,343942,7401,336400,,2021-11-08 08:27:48.716612,,,,343942,7401,336400,
