"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16983","16688","30","265"
"2","Chengalpattu","180131","172915","4661","2555"
"3","Chennai","582553","553513","20369","8671"
"4","Coimbatore","255334","250780","2030","2524"
"5","Cuddalore","64746","63719","151","876"
"6","Dharmapuri","29118","28719","118","281"
"7","Dindigul","33418","32693","73","652"
"8","Erode","108214","107012","491","711"
"9","Kallakurichi","31792","31409","173","210"
"10","Kancheepuram","77242","74918","1054","1270"
"11","Kanyakumari","63738","62084","591","1063"
"12","Karur","25067","24615","86","366"
"13","Krishnagiri","44346","43747","237","362"
"14","Madurai","76333","74496","649","1188"
"15","Mayiladuthurai","23492","23119","53","320"
"16","Nagapattinam","21519","21061","97","361"
"17","Namakkal","54778","54040","219","519"
"18","Nilgiris","34649","34217","212","220"
"19","Perambalur","12298","11909","144","245"
"20","Pudukottai","30438","29963","54","421"
"21","Ramanathapuram","20815","20334","122","359"
"22","Ranipet","44136","42921","436","779"
"23","Salem","103060","100766","563","1731"
"24","Sivagangai","20647","20292","142","213"
"25","Tenkasi","27497","26939","72","486"
"26","Thanjavur","76782","75441","333","1008"
"27","Theni","43704","43102","79","523"
"28","Thirupathur","29624","28847","150","627"
"29","Thiruvallur","123006","119033","2107","1866"
"30","Thiruvannamalai","55626","54707","246","673"
"31","Thiruvarur","42111","41573","75","463"
"32","Thoothukudi","57427","56245","770","412"
"33","Tirunelveli","50186","49373","376","437"
"34","Tiruppur","99358","97606","724","1028"
"35","Trichy","79592","77791","697","1104"
"36","Vellore","51589","49366","1078","1145"
"37","Villupuram","46397","45769","270","358"
"38","Virudhunagar","46948","45939","460","549"
"39","Airport Surveillance 
(International)","1169","1113","55","1"
"40","Airport Surveillance 
(Domestic)","1100","1086","13","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,87,391","27,10,288","40,260","36,843"
