,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10639,10503,129,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,987622,347375,352592,287655,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,41,72,123,236,1,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338006,2322989,14733,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,108813730,44694234,47558951,16560545,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,180,129,32728,33037,40,43,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66819,66507,296,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,1871766,957409,813713,100644,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,98,310,354,762,3,18,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745436,734675,8034,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,49949228,24769237,22011562,3168429,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,934,1244,4981,7159,85,63,0,,,1332900000,Assam,34293000
4,Bihar,850151,837585,12300,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,154487292,73261778,67107063,14118451,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,7759,20508,51332,79599,43,77,0,,,1332900000,Bihar,119520000
5,Chandigarh,99160,97914,1181,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,2274485,1184341,983459,106685,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,22,61,325,408,9,14,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1175718,1161007,14126,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,48137264,21225965,20166701,6744598,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,2730,8689,57017,68436,85,100,1,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11586,11581,4,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,1566891,781275,632054,153562,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,33,102,196,331,1,2,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2002695,1975721,26500,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,37083550,18272378,15647277,3163895,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,1278,4023,14578,19879,123,112,0,,,1332900000,Delhi,19814000
9,Goa,257738,253351,3965,2022-09-22,TT,44550454,528429,43978271,2022-09-22 13:32:14.665720,892728070,2022-09-21 00:00:00,339062,2171152964,1025997876,947071939,198083149,2863951,1439126,1293034,131791,https://www.icmr.gov.in/,5443,26,5291,1319013,138724,46501,1504238,17,104,424,545,55,70,0,,,1332900000,Goa,1540000
