,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-09-22,TT,Andaman and Nicobar Islands,,,,10639,129,10503,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
1,2022-09-22,TT,Andhra Pradesh,,,,2338006,14733,2322989,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
2,2022-09-22,TT,Arunachal Pradesh,,,,66819,296,66507,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
3,2022-09-22,TT,Assam,,,,745436,8034,734675,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
4,2022-09-22,TT,Bihar,,,,850151,12300,837585,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
5,2022-09-22,TT,Chandigarh,,,,99160,1181,97914,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
6,2022-09-22,TT,Chhattisgarh,,,,1175718,14126,1161007,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
7,2022-09-22,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11586,4,11581,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
8,2022-09-22,TT,Delhi,,,,2002695,26500,1975721,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
9,2022-09-22,TT,Goa,,,,257738,3965,253351,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
10,2022-09-22,TT,Gujarat,,,,1273787,11028,1261663,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
11,2022-09-22,TT,Haryana,,,,1054523,10700,1043467,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
12,2022-09-22,TT,Himachal Pradesh,,,,312002,4208,307613,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
13,2022-09-22,TT,Jammu and Kashmir,,,,478992,4785,474046,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
14,2022-09-22,TT,Jharkhand,,,,442269,5330,436836,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
15,2022-09-22,TT,Karnataka,,,,4062474,40278,4018862,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
16,2022-09-22,TT,Kerala,,,,6791486,71036,6704894,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
17,2022-09-22,TT,Ladakh,,,,29317,230,29066,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
18,2022-09-22,TT,Lakshadweep,,,,11415,52,11363,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
19,2022-09-22,TT,Maharashtra,,,,8117024,148319,7964655,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
20,2022-09-22,TT,Manipur,,,,139796,2148,137624,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
21,2022-09-22,TT,Meghalaya,,,,96636,1622,94967,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
22,2022-09-22,TT,Mizoram,,,,238189,723,237259,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
23,2022-09-22,TT,Madhya Pradesh,,,,1054134,10771,1043194,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
24,2022-09-22,TT,Nagaland,,,,35949,781,35154,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
25,2022-09-22,TT,Odisha,,,,1332281,9186,1321594,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
26,2022-09-22,TT,Puducherry,,,,174087,1972,171603,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
27,2022-09-22,TT,Punjab,,,,781759,17911,763557,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
28,2022-09-22,TT,Rajasthan,,,,1312595,9637,1301913,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
29,2022-09-22,TT,Sikkim,,,,44081,495,43471,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
30,2022-09-22,TT,Tamil Nadu,,,,3578317,38041,3535117,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
31,2022-09-22,TT,Telangana,,,,837015,4111,832186,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
32,2022-09-22,TT,Tripura,,,,107763,938,106812,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
33,2022-09-22,TT,Uttar Pradesh,,,,2125692,23619,2101418,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
34,2022-09-22,TT,Uttarakhand,,,,449066,7748,440258,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
35,2022-09-22,TT,West Bengal,,,,2111857,21492,2087846,,,2022-09-22 23:55:29.258589,,,,44550454,528429,43978271,892728070,2171136934
