TT|2022-07-13 07:55:11.775643|GetSource|ERR|File Not Found
TT|2022-07-13 09:55:10.782137|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-13 09:55:23.699309|ExtractFromHTML|OK|COMPLETED
TT|2022-07-13 11:55:12.110452|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-13 11:55:26.350110|ExtractFromHTML|OK|COMPLETED
TT|2022-07-13 19:55:11.240689|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-13 19:57:41.331290|ExtractFromHTML|OK|COMPLETED
TT|2022-07-13 20:55:11.238127|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-13 21:12:49.927402|ExtractFromHTML|OK|COMPLETED
TT|2022-07-13 21:55:10.868920|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-13 21:56:45.902245|ExtractFromHTML|OK|COMPLETED
