"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19896","19620","9","267"
"2","Chengalpattu","239171","234775","1738","2658"
"3","Chennai","760548","747180","4300","9068"
"4","Coimbatore","331112","327848","647","2617"
"5","Cuddalore","74330","73397","38","895"
"6","Dharmapuri","36213","35923","7","283"
"7","Dindigul","37496","36821","10","665"
"8","Erode","132795","131993","68","734"
"9","Kallakurichi","36533","36311","7","215"
"10","Kancheepuram","95130","93492","336","1302"
"11","Kanyakumari","86880","85403","392","1085"
"12","Karur","29782","29394","16","372"
"13","Krishnagiri","59723","59299","54","370"
"14","Madurai","91270","89903","131","1236"
"15","Mayiladuthurai","26526","26181","15","330"
"16","Nagapattinam","25464","25071","18","375"
"17","Namakkal","68071","67499","38","534"
"18","Nilgiris","42263","41977","60","226"
"19","Perambalur","14516","14224","43","249"
"20","Pudukottai","34495","34052","17","426"
"21","Ramanathapuram","24703","24317","18","368"
"22","Ranipet","54111","53217","107","787"
"23","Salem","127584","125706","116","1762"
"24","Sivagangai","23947","23660","68","219"
"25","Tenkasi","32817","32266","61","490"
"26","Thanjavur","92232","91144","48","1040"
"27","Theni","50662","50084","45","533"
"28","Thirupathur","35759","35113","13","633"
"29","Thiruvallur","148498","145976","583","1939"
"30","Thiruvannamalai","66901","66159","57","685"
"31","Thiruvarur","48061","47558","31","472"
"32","Thoothukudi","65245","64591","206","448"
"33","Tirunelveli","63089","62436","208","445"
"34","Tiruppur","130041","128921","68","1052"
"35","Trichy","95272","93913","198","1161"
"36","Vellore","57424","56207","54","1163"
"37","Villupuram","54641","54230","45","366"
"38","Virudhunagar","57010","56318","138","554"
"39","Airport Surveillance 
(International)","1342","1321","20","1"
"40","Airport Surveillance 
(Domestic)","1135","1129","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,73,116","34,25,057","10,033","38,026"
