"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17698","16850","583","265"
"2","Chengalpattu","205796","185699","17524","2573"
"3","Chennai","676147","605366","62007","8774"
"4","Coimbatore","275530","257064","15926","2540"
"5","Cuddalore","68096","64620","2598","878"
"6","Dharmapuri","30830","29237","1312","281"
"7","Dindigul","34410","33080","677","653"
"8","Erode","114110","108924","4465","721"
"9","Kallakurichi","33304","31962","1132","210"
"10","Kancheepuram","85273","78642","5351","1280"
"11","Kanyakumari","71117","64159","5888","1070"
"12","Karur","26140","24931","841","368"
"13","Krishnagiri","48147","44813","2972","362"
"14","Madurai","83086","77333","4555","1198"
"15","Mayiladuthurai","24408","23399","688","321"
"16","Nagapattinam","22396","21314","720","362"
"17","Namakkal","57585","54911","2150","524"
"18","Nilgiris","36944","34992","1730","222"
"19","Perambalur","13241","12357","637","247"
"20","Pudukottai","31254","30192","641","421"
"21","Ramanathapuram","22267","20879","1026","362"
"22","Ranipet","47515","44407","2325","783"
"23","Salem","108492","102510","4249","1733"
"24","Sivagangai","21644","20778","653","213"
"25","Tenkasi","28731","27349","896","486"
"26","Thanjavur","80809","76592","3204","1013"
"27","Theni","45847","43582","1741","524"
"28","Thirupathur","31578","29568","1382","628"
"29","Thiruvallur","135232","125463","7882","1887"
"30","Thiruvannamalai","59182","55823","2682","677"
"31","Thiruvarur","43441","41978","999","464"
"32","Thoothukudi","60513","58012","2076","425"
"33","Tirunelveli","55052","51150","3463","439"
"34","Tiruppur","105174","99758","4383","1033"
"35","Trichy","85098","80255","3731","1112"
"36","Vellore","55024","51750","2123","1151"
"37","Villupuram","48340","46575","1406","359"
"38","Virudhunagar","50606","47509","2546","551"
"39","Airport Surveillance 
(International)","1207","1172","34","1"
"40","Airport Surveillance 
(Domestic)","1104","1096","7","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","30,42,796","28,26,479","1,79,205","37,112"
