,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-03-01,WB,Alipurduar,,,,18930,110,18759,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
2,2022-03-01,WB,Cooch Behar,,,,33965,106,33820,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
3,2022-03-01,WB,Darjeeling,,,,69038,599,68358,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
4,2022-03-01,WB,Kalimpong,,,,8517,58,8444,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
5,2022-03-01,WB,Jalpaiguri,,,,49604,648,48887,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
6,2022-03-01,WB,Uttar Dinajpur,,,,25121,268,24826,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
7,2022-03-01,WB,Dakshin Dinajpur,,,,23097,193,22858,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
8,2022-03-01,WB,Malda,,,,44437,199,44184,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
9,2022-03-01,WB,Murshidabad,,,,41634,356,41240,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
10,2022-03-01,WB,Nadia,,,,87640,944,86594,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
11,2022-03-01,WB,Birbhum,,,,57721,351,57294,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
12,2022-03-01,WB,Purulia,,,,24221,123,24075,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
13,2022-03-01,WB,Bankura,,,,43898,286,43548,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
14,2022-03-01,WB,Jhargram,,,,15546,31,15501,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
15,2022-03-01,WB,Paschim Medinipur,,,,62552,530,61967,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
16,2022-03-01,WB,Purba Medinipur,,,,67844,441,67362,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
17,2022-03-01,WB,Purba Bardhaman,,,,55429,238,55118,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
18,2022-03-01,WB,Paschim Bardhaman,,,,75629,432,75141,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
19,2022-03-01,WB,Howrah,,,,125035,1640,123300,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
20,2022-03-01,WB,Hooghly,,,,107950,1119,106753,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
21,2022-03-01,WB,North 24 Parganas,,,,403002,5338,397398,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
22,2022-03-01,WB,South 24 Parganas,,,,127298,1511,125664,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
23,2022-03-01,WB,Kolkata,,,,447079,5654,441113,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
24,2022-03-01,WB,Other State,,,,66,3,63,,2022-03-02T14:58:03.695094+05:30,,,,2015253,21178,1992267,24236238,0,0
