"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20218","19936","15","267"
"2","Chengalpattu","251450","248534","258","2658"
"3","Chennai","787878","776681","2128","9069"
"4","Coimbatore","339156","336059","479","2618"
"5","Cuddalore","75649","74654","100","895"
"6","Dharmapuri","36770","36457","30","283"
"7","Dindigul","38766","38020","81","665"
"8","Erode","135771","134820","217","734"
"9","Kallakurichi","36913","36696","2","215"
"10","Kancheepuram","97812","96486","24","1302"
"11","Kanyakumari","89359","88048","226","1085"
"12","Karur","30176","29781","23","372"
"13","Krishnagiri","61844","61290","182","372"
"14","Madurai","92903","91636","31","1236"
"15","Mayiladuthurai","27277","26893","54","330"
"16","Nagapattinam","25925","25521","29","375"
"17","Namakkal","69552","68924","94","534"
"18","Nilgiris","42754","42499","29","226"
"19","Perambalur","14888","14613","26","249"
"20","Pudukottai","35168","34722","20","426"
"21","Ramanathapuram","24981","24603","10","368"
"22","Ranipet","56093","55278","28","787"
"23","Salem","131076","129096","217","1763"
"24","Sivagangai","24994","24734","41","219"
"25","Tenkasi","33819","33315","14","490"
"26","Thanjavur","93403","92326","36","1041"
"27","Theni","51794","51241","20","533"
"28","Thirupathur","36049","35376","40","633"
"29","Thiruvallur","152902","150914","48","1940"
"30","Thiruvannamalai","68184","67472","27","685"
"31","Thiruvarur","48929","48432","24","473"
"32","Thoothukudi","67054","66583","23","448"
"33","Tirunelveli","65698","65196","57","445"
"34","Tiruppur","131727","130555","120","1052"
"35","Trichy","97746","96516","69","1161"
"36","Vellore","58022","56801","58","1163"
"37","Villupuram","56141","55728","46","367"
"38","Virudhunagar","59206","58590","61","555"
"39","Airport Surveillance 
(International)","1389","1385","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,71,030","35,28,004","4,990","38,036"
