"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","3","0","2090","20","2","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","4","7","0","47909","1080","20","8"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","1","4","0","10604","102","8","1"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2270","21","3","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","3","2","0","11884","84","17","0"
"West Jaintia Hills","0","1","0","7328","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","9","17","0","96680","1622","51","9"
