District,Recovered,Deceased,Active
जौनपरु,22925,239,533
कन्नौज,9405.0,116.0,516.0
सभंल,10250.0,107.0,495.0
अयोध्या,17756.0,291.0,484.0
अमठेी,10383.0,143.0,461.0
क्रिरोजाबाद,9664.0,136.0,455.0
फतहेपरु,6904.0,139.0,438.0
चदंौली,16623.0,363.0,432.0
उन्नाव,15351.0,254.0,415.0
महाराजगजं,12817.0,142.0,394.0
बस्ती,12020.0,331.0,383.0
मनैपरुी,10815.0,187.0,368.0
बागपत,10304.0,144.0,366.0
बसलया,21766.0,238.0,298.0
भदोही,7700.0,164.0,268.0
अम्बडेकर नगर,5193.0,154.0,265.0
बादा,11114.0,161.0,253.0
बलरामपरु,7607.0,138.0,246.0
औरैय्या,10225.0,206.0,233.0
श्रावस्ती,4581.0,37.0,232.0
कानपरु देहात,6299.0,110.0,229.0
सतं कबीर नगर,8255.0,98.0,220.0
कुशीनगर,15564.0,228.0,217.0
प्रतापगढ़,16057.0,164.0,212.0
समर्ाुपरु,11460.0,118.0,207.0
चचत्रकट,7178.0,79.0,196.0
हमीरपरु,5294.0,102.0,195.0
मऊ,8474.0,81.0,194.0
हाथरस,3479.0,43.0,143.0
कौशाम्बी,4401.0,71.0,121.0
कासगजं,4623.0,54.0,111.0
महोबा,4239.0,86.0,47.0
