"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","0","5","70118","0","4887","74999","0"
"Bageshwar","0","1","39620","0","2159","41775","0"
"Chamoli","14","15","51582","0","3351","54931","0"
"Champawat","4","4","65367","0","1992","67356","0"
"Dehradun","120","130","413382","4","38744","451991","5"
"Haridwar","113","97","325298","2","14034","339302","4"
"Nainital","19","58","105966","1","13315","119211","0"
"Pauri Garhwal","94","105","107741","0","5581","113315","0"
"Pithoragarh","3","0","44535","0","2746","47269","0"
"Rudraprayag","0","4","30984","0","3046","34030","0"
"Tehri Garhwal","1","4","48016","0","2617","50626","0"
"US Nagar","118","52","158404","3","9316","167696","5"
"Uttarkashi","0","1","47248","0","1917","49163","0"
"Total","486","476","1508261","10","103705","1611664","14"
