"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19985","6","267"
"2","Chengalpattu","253156","250294","201","2661"
"3","Chennai","791940","780736","2134","9070"
"4","Coimbatore","340804","337985","201","2618"
"5","Cuddalore","75938","74985","57","896"
"6","Dharmapuri","36847","36555","9","283"
"7","Dindigul","39176","38465","46","665"
"8","Erode","136492","135653","105","734"
"9","Kallakurichi","36947","36728","4","215"
"10","Kancheepuram","98300","96985","12","1303"
"11","Kanyakumari","90354","89139","129","1086"
"12","Karur","30277","29888","17","372"
"13","Krishnagiri","62539","62041","126","372"
"14","Madurai","93267","91965","66","1236"
"15","Mayiladuthurai","27443","27058","55","330"
"16","Nagapattinam","26053","25647","31","375"
"17","Namakkal","69792","69232","26","534"
"18","Nilgiris","42918","42670","22","226"
"19","Perambalur","14952","14657","46","249"
"20","Pudukottai","35291","34836","29","426"
"21","Ramanathapuram","25013","24628","16","369"
"22","Ranipet","56666","55875","4","787"
"23","Salem","131811","129956","91","1764"
"24","Sivagangai","25203","24936","48","219"
"25","Tenkasi","33974","33457","27","490"
"26","Thanjavur","93589","92521","27","1041"
"27","Theni","51859","51311","15","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153626","151655","29","1942"
"30","Thiruvannamalai","68438","67732","21","685"
"31","Thiruvarur","48999","48505","21","473"
"32","Thoothukudi","67385","66878","59","448"
"33","Tirunelveli","66195","65658","92","445"
"34","Tiruppur","132214","131134","27","1053"
"35","Trichy","98240","96973","106","1161"
"36","Vellore","58155","56950","42","1163"
"37","Villupuram","56451","56032","52","367"
"38","Virudhunagar","59629","59010","64","555"
"39","Airport Surveillance 
(International)","1402","1396","5","1"
"40","Airport Surveillance 
(Domestic)","1169","1166","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,89,284","35,47,162","4,074","38,048"
