"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","83","91","69553","8","4863","74410","6"
"Bageshwar","7","9","39480","0","2158","41634","0"
"Chamoli","77","59","51381","3","3343","54722","3"
"Champawat","59","11","65054","1","1989","67040","0"
"Dehradun","403","292","409692","19","38602","448159","0"
"Haridwar","328","275","323787","1","14015","337772","23"
"Nainital","190","125","104255","24","13163","117348","12"
"Pauri Garhwal","144","151","106632","5","5575","112200","9"
"Pithoragarh","11","9","44423","6","2732","47143","0"
"Rudraprayag","47","10","30809","0","3037","33846","0"
"Tehri Garhwal","116","88","46829","1","2606","49428","0"
"US Nagar","431","467","155392","2","9292","164660","25"
"Uttarkashi","48","72","46918","0","1908","48824","0"
"Total","1944","1659","1494205","70","103283","1597186","78"
