,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-26,DL,Central Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
1,1,2021-12-26,DL,East Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
2,2,2021-12-26,DL,New Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
3,3,2021-12-26,DL,North Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
4,4,2021-12-26,DL,North East Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
5,5,2021-12-26,DL,North West Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
6,6,2021-12-26,DL,Shahdara,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
7,7,2021-12-26,DL,South Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
8,8,2021-12-26,DL,South East Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
9,9,2021-12-26,DL,South West Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
10,10,2021-12-26,DL,West Delhi,,,,,,,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
11,11,2021-12-26,DL,Unknown,,,,1443352.0,25105.0,1417144.0,,2021-12-27 11:55:25.358567,,,,1443352,25105,1417144,32399242
