District,Recovered,Deceased,Active
लखनऊ,279792,2668,7778
गौतम बिु नगर,92637,485,2301
झाँसी,40706,669,2014
गाज़ियाबाद,81187,472,1489
प्रयागराज,84558,1097,1480
िाराणसी,94420,982,1422
लखीमपरु-खीरी,27294,298,1354
कानपरु नगर,89357,1920,1237
मरेठ,86235,924,1094
गोरखपरु,64268,859,858
राय बरेली,19439,345,825
बलुदंशहर,24976,249,822
शाहजहांपरु,22673,445,788
बरेली,48833,377,729
आगरा,34407,463,597
हरदोई,15926,359,573
आजमगढ़,18528,232,569
बबजनौर,17466,133,563
सिद्धार्थ,10547,102,555
बाराबंकी,22545,225,546
सीतापुर,14413,186,525
मजुफ्फरनगर,37463,275,508
देवररय,21494,226,445
उन्नाव,15960,256,436
जालौन,12718,205,433
सहारनपरु,37713,424,425
लसलतपरु,13636,130,414
फतहेपरु,7482,141,398
एट,11542,100,390
शामली,16061,48,389
पीलीभीत,11894,200,387
बदाय,17021,101,381
अमरोह,18618,205,373
फरु्रखाबाद,11386,195,346
मरुादाबाद,45479,363,345
अलीगढ,24842,112,333
गोंड,13472,279,332
गाजीपरु,23191,289,330
बहराइच,12691,178,322
सोनभद्र,17999,255,303
मर्रु,24945,405,297
महाराजगजं,13676,143,287
सतं कबीर नगर,8480,98,287
