District,Recovered,Deceased,Active
बादा,11465,163,284
जौनपरु,23621.0,240.0,274.0
कन्नौज,10084.0,119.0,269.0
सलु्तानपरु,16257.0,144.0,250.0
बसलय,22192.0,242.0,249.0
हापड़ु,14727.0,221.0,248.0
इटावा,15349.0,295.0,237.0
अम्बडेकर नगर,5476.0,156.0,228.0
भदोही,8019.0,164.0,223.0
कानपरु देहात,6626.0,110.0,219.0
चचत्रकट,7429.0,79.0,216.0
अमठेी,10982.0,144.0,200.0
हमीरपरु,5538.0,102.0,198.0
क्रिरोजाबाद,10233.0,136.0,182.0
कुशीनगर,15835.0,233.0,173.0
औरैय्य,10495.0,208.0,168.0
बस्ती,12448.0,333.0,164.0
चदौली,17136.0,368.0,162.0
अयोध्य,18322.0,291.0,149.0
बागपत,10785.0,140.0,147.0
कौशाम्बी,4568.0,72.0,139.0
मनैपरुी,11217.0,189.0,139.0
रामपरु,14345.0,152.0,139.0
मऊ,8715.0,83.0,136.0
प्रतापगढ़,16316.0,163.0,130.0
श्रावस्ती,4859.0,38.0,124.0
सभल,10825.0,108.0,117.0
बलरामपुर,7915.0,139.0,104.0
ममर्ापरु,11719.0,119.0,99.0
हाथरस,3615.0,43.0,65.0
महोब,4301.0,88.0,57.0
कासगजं,4783.0,54.0,26.0
