"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19890","19620","3","267"
"2","Chengalpattu","238374","234387","1329","2658"
"3","Chennai","758607","746144","3395","9068"
"4","Coimbatore","330773","327727","429","2617"
"5","Cuddalore","74307","73394","18","895"
"6","Dharmapuri","36210","35919","8","283"
"7","Dindigul","37490","36818","7","665"
"8","Erode","132756","131980","42","734"
"9","Kallakurichi","36528","36311","2","215"
"10","Kancheepuram","94967","93409","256","1302"
"11","Kanyakumari","86700","85307","308","1085"
"12","Karur","29774","29391","11","372"
"13","Krishnagiri","59691","59293","28","370"
"14","Madurai","91208","89869","103","1236"
"15","Mayiladuthurai","26517","26177","10","330"
"16","Nagapattinam","25453","25070","8","375"
"17","Namakkal","68046","67490","22","534"
"18","Nilgiris","42228","41960","42","226"
"19","Perambalur","14498","14220","29","249"
"20","Pudukottai","34486","34052","8","426"
"21","Ramanathapuram","24688","24315","5","368"
"22","Ranipet","54056","53195","74","787"
"23","Salem","127523","125688","73","1762"
"24","Sivagangai","23915","23646","50","219"
"25","Tenkasi","32799","32264","45","490"
"26","Thanjavur","92204","91141","23","1040"
"27","Theni","50640","50074","33","533"
"28","Thirupathur","35753","35109","11","633"
"29","Thiruvallur","148206","145858","409","1939"
"30","Thiruvannamalai","66877","66145","47","685"
"31","Thiruvarur","48043","47555","16","472"
"32","Thoothukudi","65164","64559","157","448"
"33","Tirunelveli","62992","62389","158","445"
"34","Tiruppur","130007","128909","46","1052"
"35","Trichy","95147","93882","104","1161"
"36","Vellore","57399","56193","43","1163"
"37","Villupuram","54612","54229","17","366"
"38","Virudhunagar","56925","56297","74","554"
"39","Airport Surveillance 
(International)","1330","1317","12","1"
"40","Airport Surveillance 
(Domestic)","1133","1129","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,68,344","34,22,860","7,458","38,026"
