,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-05-19,KL,Other State,,,,,,,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
1,2022-05-19,KL,Alappuzha,,,,390490,5237,387735,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
2,2022-05-19,KL,Ernakulam,,,,887934,8306,873785,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
3,2022-05-19,KL,Idukki,,,,209299,1505,206297,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
4,2022-05-19,KL,Kannur,,,,349091,4407,345156,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
5,2022-05-19,KL,Kasaragod,,,,166591,1390,162946,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
6,2022-05-19,KL,Kollam,,,,511086,6491,506877,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
7,2022-05-19,KL,Kottayam,,,,449737,4531,445888,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
8,2022-05-19,KL,Kozhikode,,,,673403,6294,670048,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
9,2022-05-19,KL,Malappuram,,,,647103,6336,642857,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
10,2022-05-19,KL,Palakkad,,,,449829,5745,440920,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
11,2022-05-19,KL,Pathanamthitta,,,,267330,2525,261779,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
12,2022-05-19,KL,Thiruvananthapuram,,,,707512,8441,699320,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
13,2022-05-19,KL,Thrissur,,,,670077,7472,664944,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
14,2022-05-19,KL,Wayanad,,,,168349,966,166303,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
15,2022-05-19,KL,Unknown,,,,1097,-189,1037,,2022-05-20 09:55:22.718528,,,,6548928,69457,6475892,47296766,0,0
