,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10020,9887,129,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,659153,328666,321411,9076,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,5,104,27,136,0,1,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2318262,2302192,14729,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,86283819,43062411,41760651,1460757,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,2628,166042,16414,185084,86,288,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64461,64092,296,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,1638283,889097,725285,23901,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,252,718,76,1046,3,15,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724157,716066,6639,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,43393560,23401334,19728536,263690,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,4827,35506,1562,41895,7,24,0,,,1332900000,Assam,34293000
4,Bihar,830227,817747,12255,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,120684610,66490125,53403500,790985,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,31496,156063,4444,192003,30,64,0,,,1332900000,Bihar,119520000
5,Chandigarh,91785,90522,1165,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,2038679,1124497,889404,24778,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,197,765,146,1108,9,22,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1151343,1136425,14030,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,36945444,19666466,16897824,381154,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,5861,59196,2568,67625,107,224,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11440,11434,4,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,1362006,755217,598714,8075,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,99,333,37,469,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1861189,1833589,26134,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,31515257,17305539,13784482,425236,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,3884,27539,1750,33173,302,420,4,,,1332900000,Delhi,19814000
9,Goa,245099,241092,3826,2022-03-05,TT,42957477,514878,42378721,2022-03-05 14:27:59.642259,771914261,2022-03-04 00:00:00,940905,1784696182,966880171,798520993,19295018,2648893,1392657,1225327,30909,https://www.icmr.gov.in/,5921,289,11651,118322,2210503,303452,2632277,86,355,46,487,19,30,1,,,1332900000,Goa,1540000
