Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-03-05,GJ,Ahmedabad,2022-03-05 23:55:29.556185,,,384193,3618,0,380207,6513041,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Amreli,2022-03-05 23:55:29.556185,,,12902,105,0,12793,787148,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Anand,2022-03-05 23:55:29.556185,,,15450,53,0,15374,776290,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Aravalli,2022-03-05 23:55:29.556185,,,5740,81,0,5654,506911,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Banaskantha,2022-03-05 23:55:29.556185,,,18317,166,0,18120,1178898,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Bharuch,2022-03-05 23:55:29.556185,,,17281,152,0,17128,686796,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Bhavnagar,2022-03-05 23:55:29.556185,,,29231,362,0,28866,1495111,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Botad,2022-03-05 23:55:29.556185,,,2356,48,0,2308,322121,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Chhota Udaipur,2022-03-05 23:55:29.556185,,,3755,38,0,3713,360618,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Dahod,2022-03-05 23:55:29.556185,,,11285,45,0,11231,950259,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Dang,2022-03-05 23:55:29.556185,,,1244,18,0,1208,109312,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Devbhumi Dwarka,2022-03-05 23:55:29.556185,,,5181,89,0,5091,333066,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Gandhinagar,2022-03-05 23:55:29.556185,,,35006,224,0,34699,1080327,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Gir Somnath,2022-03-05 23:55:29.556185,,,9745,67,0,9677,500251,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Jamnagar,2022-03-05 23:55:29.556185,,,41824,519,0,41287,1110202,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Junagadh,2022-03-05 23:55:29.556185,,,22756,272,0,22484,1252104,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Kutch,2022-03-05 23:55:29.556185,,,19007,146,0,18832,1075742,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Kheda,2022-03-05 23:55:29.556185,,,14687,54,0,14627,822772,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Mahisagar,2022-03-05 23:55:29.556185,,,8867,75,0,8790,507811,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Mehsana,2022-03-05 23:55:29.556185,,,30996,194,0,30795,1002308,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Morbi,2022-03-05 23:55:29.556185,,,10760,95,0,10661,508771,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Narmada,2022-03-05 23:55:29.556185,,,6640,15,0,6625,339164,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Navsari,2022-03-05 23:55:29.556185,,,11896,40,0,11850,611439,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Panchmahal,2022-03-05 23:55:29.556185,,,13545,83,0,13451,759655,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Patan,2022-03-05 23:55:29.556185,,,16235,129,0,16101,651882,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Porbandar,2022-03-05 23:55:29.556185,,,4184,25,0,4159,327104,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
2022-03-05,GJ,Rajkot,2022-03-05 23:55:29.556185,,,84562,797,0,83706,2514081,2022-03-05 23:55:29.555307,2022-03-05 23:55:29.556530,,,1223029,10931,1211114,0,40173047
