,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
765,2022-05-03,KL,Kasaragod,,,,166557,1389,162920,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
764,2022-05-03,KL,Kannur,,,,348966,4401,345023,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
715,2022-05-03,KL,Wayanad,,,,168298,966,166269,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
743,2022-05-03,KL,Kozhikode,,,,672977,6281,669658,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
750,2022-05-03,KL,Malappuram,,,,647001,6227,642797,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
736,2022-05-03,KL,Palakkad,,,,449729,5717,440894,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
733,2022-05-03,KL,Thrissur,,,,669564,7449,664460,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
732,2022-05-03,KL,Ernakulam,,,,886232,8297,872446,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
717,2022-05-03,KL,Idukki,,,,209099,1498,206094,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
723,2022-05-03,KL,Kottayam,,,,449106,4493,445322,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
722,2022-05-03,KL,Alappuzha,,,,390347,5226,387592,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
731,2022-05-03,KL,Pathanamthitta,,,,267047,2510,261540,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
734,2022-05-03,KL,Kollam,,,,510915,6490,506699,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
730,2022-05-03,KL,Thiruvananthapuram,,,,706822,8432,698672,,2022-05-19T15:32:40.906473+05:30,,,,6542660,69376,6470386,47141046,0,0
