"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","5","2","0","1984","16","37","0"
"East Jaintia Hills","4","2","0","2545","32","32","0"
"East Khasi Hills","70","155","3","46341","1048","861","116"
"Eastern West Khasi Hills","6","1","0","96","5","63","2"
"North Garo Hills","5","7","0","1788","8","52","1"
"Ri-Bhoi","15","12","0","10121","91","159","2"
"South Garo Hills","7","5","0","1305","12","45","1"
"South West Garo Hills","6","5","0","2024","18","91","2"
"South West Khasi Hills","4","2","0","2641","18","66","0"
"West Garo Hills","53","58","0","10359","76","475","10"
"West Jaintia Hills","13","6","0","7014","138","87","10"
"West Khasi Hills","1","1","0","5592","74","37","0"
"Total","189","256","3","91810","1536","2005","144"
