,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-17,DL,Central Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
1,1,2021-12-17,DL,East Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
2,2,2021-12-17,DL,New Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
3,3,2021-12-17,DL,North Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
4,4,2021-12-17,DL,North East Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
5,5,2021-12-17,DL,North West Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
6,6,2021-12-17,DL,Shahdara,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
7,7,2021-12-17,DL,South Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
8,8,2021-12-17,DL,South East Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
9,9,2021-12-17,DL,South West Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
10,10,2021-12-17,DL,West Delhi,,,,,,,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
11,11,2021-12-17,DL,Unknown,,,,1442004.0,25100.0,1416438.0,,2021-12-18 10:58:32.165894,,,,1442004,25100,1416438,31875930
