"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19884","19616","1","267"
"2","Chengalpattu","236463","233508","297","2658"
"3","Chennai","753822","743893","861","9068"
"4","Coimbatore","330192","327476","99","2617"
"5","Cuddalore","74276","73378","3","895"
"6","Dharmapuri","36196","35912","1","283"
"7","Dindigul","37483","36816","2","665"
"8","Erode","132695","131948","13","734"
"9","Kallakurichi","36525","36307","3","215"
"10","Kancheepuram","94574","93208","64","1302"
"11","Kanyakumari","86284","85161","38","1085"
"12","Karur","29759","29386","1","372"
"13","Krishnagiri","59652","59281","1","370"
"14","Madurai","91080","89825","19","1236"
"15","Mayiladuthurai","26498","26168","0","330"
"16","Nagapattinam","25444","25068","1","375"
"17","Namakkal","68013","67479","0","534"
"18","Nilgiris","42150","41910","14","226"
"19","Perambalur","14463","14212","2","249"
"20","Pudukottai","34476","34047","3","426"
"21","Ramanathapuram","24683","24315","0","368"
"22","Ranipet","53949","53153","9","787"
"23","Salem","127424","125644","18","1762"
"24","Sivagangai","23851","23622","10","219"
"25","Tenkasi","32748","32257","1","490"
"26","Thanjavur","92173","91131","3","1039"
"27","Theni","50605","50071","1","533"
"28","Thirupathur","35738","35105","0","633"
"29","Thiruvallur","147659","145640","80","1939"
"30","Thiruvannamalai","66818","66131","2","685"
"31","Thiruvarur","48023","47547","4","472"
"32","Thoothukudi","64983","64527","8","448"
"33","Tirunelveli","62799","62338","16","445"
"34","Tiruppur","129950","128891","7","1052"
"35","Trichy","95004","93822","21","1161"
"36","Vellore","57337","56170","4","1163"
"37","Villupuram","54591","54223","2","366"
"38","Virudhunagar","56846","56289","3","554"
"39","Airport Surveillance 
(International)","1302","1290","11","1"
"40","Airport Surveillance 
(Domestic)","1129","1119","9","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,57,969","34,18,312","1,632","38,025"
