"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 02-04-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","41","165","260983","259812[39]","99.55","1006","1115","1004","524","5069636"
"2","Faridabad","1","32","127056","126285[3]","99.39","739","931","750","270","3864887"
"3","Hisar","1","1","62047","60871[3]","98.10","1175[1]","136","870","24","2294087"
"4","Sonepat","1","6","58542","58260[1]","99.52","276","153","328","83","2222958"
"5","Karnal","0","3","48172","47573","98.76","596","203","324","81","2303431"
"6","Panipat","0","1","36059","35386","98.13","672","162","482","51","1990583"
"7","Panchkula","0","4","44133","43715","99.05","414","329","177","72","1069492"
"8","Ambala","0","0","40758","40216","98.67","542","421","568","134","2050815"
"9","Sirsa","0","0","33372","32833","98.38","539","101","421","15","1893367"
"10","Rohtak","0","2","31823","31267","98.25","537","311","622","47","1648006"
"11","Yamunanagar","0","0","30647","30192","98.52","455","296","867","48","1874204"
"12","Bhiwani","0","4","26486","25817","97.47","665","143","319","37","1713968"
"13","Kurukshetra","0","0","26822","26425","98.52","397","168","366","36","1468758"
"14","Mahindergarh","0","0","24754","24589","99.33","165","45","229","91","1342155"
"15","Jind","0","2","24348","23804","97.77","542","77","523","26","1654957"
"16","Rewari","0","0","24589","24365","99.09","224","82","248","133","1518942"
"17","Jhajjar","0","0","23426","23070","98.48","350","152","223","27","1537030"
"18","Fatehabad","0","1","20055","19556","97.51","498","46","95","16","1181139"
"19","Kaithal","0","2","14228","13855[1]","97.38","371","48","241","15","1690427"
"20","Palwal","2","5","13475","13300","98.70","170","267","325","31","1483516"
"21","Charkhi Dadri","0","3","7426","7278","98.01","145","316","374","185","852001"
"22","Nuh","0","2","6108","5967","97.69","139","40","141","1","1216862"
"Haryana","","46","233","985309","974436[47]","98.90","10617[1]","5542","9497","1947","41941221"
