"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","1","0","2046","17","3","1"
"East Jaintia Hills","1","1","0","2610","37","5","0"
"East Khasi Hills","1","4","0","47044","1074","13","7"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","1","0","1879","9","2","0"
"Ri-Bhoi","0","4","0","10300","97","9","2"
"South Garo Hills","0","1","0","1341","13","3","1"
"South West Garo Hills","0","1","0","2089","20","1","0"
"South West Khasi Hills","0","0","0","2696","20","2","0"
"West Garo Hills","3","1","0","10711","80","14","1"
"West Jaintia Hills","1","4","0","7180","139","14","1"
"West Khasi Hills","0","1","0","5644","76","4","0"
"Total","6","19","0","93680","1590","70","13"
