,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7676,7545,129,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,542473,296217,246256,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,121,2533,2654,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2071831,2055226,14430,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,58025701,34141892,23883809,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,75406,208782,284188,264,247,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55257,54943,280,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,1388145,789388,598757,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,1059,3283,4342,2,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,615995,606971,6081,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,32153148,20919649,11233499,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,31388,115315,146703,214,245,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726198,716495,9663,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,77223626,53208146,24015480,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,227814,426707,654521,2,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65421,64564,820,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,1549218,937224,611994,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,679,3007,3686,6,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006635,992732,13593,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,24934283,15977815,8956468,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,93990,95154,189144,19,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,1099872,672219,427653,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,552,2342,2894,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1440754,1415348,25095,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,22157764,13667725,8490039,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,36610,56399,93009,35,20,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,178731,175107,3378,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,2289191,1278480,1010711,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,628,3064,3692,22,20,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827296,816888,10092,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,78465087,45551685,32913402,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,49257,400803,450060,29,32,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771605,761398,10053,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,27989022,18384740,9604282,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,41737,90558,132295,23,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,226705,221936,3838,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,10634294,5796237,4838057,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,6195,83134,89329,116,47,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,335881,329731,4466,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,16397063,9583340,6813723,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,3307,64418,67725,174,135,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349177,343914,5140,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,23535091,16232665,7302426,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,67879,106666,174545,16,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2994255,2949629,38185,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,71786138,44031537,27754601,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,162857,710002,872859,254,546,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5113954,5023658,38353,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,42178783,25611152,16567631,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,4657,40127,44784,4280,5379,308,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21397,20959,213,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,379211,211275,167936,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,149,694,843,28,28,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10383,10314,51,2021-11-25,TT,34544882,466980,33967962,2021-11-25 11:30:17.927161,635924763,2021-11-24 00:00:00,1150538,1194163114,775238504,418924610,104124,55369,48755,https://www.icmr.gov.in/,9119,396,10264,6752243,2683854,9436097,10,67,77,2,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
