,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-07-30,TT,Andaman and Nicobar Islands,,,,10427,129,10256,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
1,2022-07-30,TT,Andhra Pradesh,,,,2331417,14733,2314349,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
2,2022-07-30,TT,Arunachal Pradesh,,,,65749,296,64948,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
3,2022-07-30,TT,Assam,,,,738426,8015,724790,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
4,2022-07-30,TT,Bihar,,,,843039,12284,829330,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
5,2022-07-30,TT,Chandigarh,,,,96256,1169,94218,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
6,2022-07-30,TT,Chhattisgarh,,,,1165025,14064,1147685,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
7,2022-07-30,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11525,4,11513,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
8,2022-07-30,TT,Delhi,,,,1953175,26308,1923023,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
9,2022-07-30,TT,Goa,,,,251915,3851,247251,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
10,2022-07-30,TT,Gujarat,,,,1253217,10968,1236031,,,2022-07-30 23:55:27.005544,,,,44000138,526312,43330442,874811197,2039433480
