"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19105","17665","1175","265"
"2","Chengalpattu","222734","204880","15239","2615"
"3","Chennai","725459","677734","38799","8926"
"4","Coimbatore","309338","279689","27086","2563"
"5","Cuddalore","72032","68061","3087","884"
"6","Dharmapuri","34381","31239","2860","282"
"7","Dindigul","36265","34108","1501","656"
"8","Erode","124885","115501","8659","725"
"9","Kallakurichi","35550","33464","1875","211"
"10","Kancheepuram","90680","84967","4428","1285"
"11","Kanyakumari","81183","72098","8007","1078"
"12","Karur","28218","26174","1674","370"
"13","Krishnagiri","56128","49593","6168","367"
"14","Madurai","88717","83027","4478","1212"
"15","Mayiladuthurai","25717","24286","1109","322"
"16","Nagapattinam","24332","22447","1519","366"
"17","Namakkal","63951","58486","4940","525"
"18","Nilgiris","40001","37445","2333","223"
"19","Perambalur","14108","13209","651","248"
"20","Pudukottai","33309","31391","1495","423"
"21","Ramanathapuram","23871","22256","1249","366"
"22","Ranipet","51773","47621","3367","785"
"23","Salem","119750","109629","8376","1745"
"24","Sivagangai","22842","21687","940","215"
"25","Tenkasi","31792","28934","2370","488"
"26","Thanjavur","88829","81196","6609","1024"
"27","Theni","49540","46046","2966","528"
"28","Thirupathur","34479","31572","2278","629"
"29","Thiruvallur","142227","134290","6027","1910"
"30","Thiruvannamalai","64471","59726","4065","680"
"31","Thiruvarur","46145","43742","1938","465"
"32","Thoothukudi","63664","60779","2450","435"
"33","Tirunelveli","60385","55843","4099","443"
"34","Tiruppur","119297","106879","11380","1038"
"35","Trichy","91337","85315","4893","1129"
"36","Vellore","56527","53922","1443","1162"
"37","Villupuram","52680","49042","3274","364"
"38","Virudhunagar","55252","51171","3529","552"
"39","Airport Surveillance 
(International)","1216","1202","13","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","33,03,702","30,57,846","2,08,350","37,506"
