"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","2","1","0","2071","19","7","0"
"East Jaintia Hills","0","3","0","2653","39","11","0"
"East Khasi Hills","32","18","0","47674","1076","119","32"
"Eastern West Khasi Hills","0","0","0","152","8","1","0"
"North Garo Hills","2","2","0","1911","9","6","0"
"Ri-Bhoi","7","3","0","10498","101","26","5"
"South Garo Hills","1","6","0","1402","14","29","3"
"South West Garo Hills","8","6","0","2207","21","32","0"
"South West Khasi Hills","0","0","0","2703","20","2","0"
"West Garo Hills","27","10","0","11596","84","452","10"
"West Jaintia Hills","5","2","1","7268","140","37","1"
"West Khasi Hills","0","0","0","5668","78","1","0"
"Total","84","51","1","95803","1609","723","51"
