"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","77","5","61751","0","4512","66257","34"
"Bageshwar","0","0","33961","0","2088","36045","0"
"Chamoli","68","43","46491","2","3199","49688","18"
"Champawat","261","11","59591","0","1910","61498","28"
"Dehradun","524","467","358348","18","32931","391144","59"
"Haridwar","163","234","302479","0","13094","315543","41"
"Nainital","196","239","78230","3","11316","89476","33"
"Pauri Garhwal","167","132","91289","1","5266","96548","57"
"Pithoragarh","19","136","39399","0","2559","41946","38"
"Rudraprayag","48","112","26522","0","2702","29224","12"
"Tehri Garhwal","154","107","33256","0","2352","35601","23"
"US Nagar","595","168","131051","0","8784","139811","76"
"Uttarkashi","102","7","36408","0","1639","38045","41"
"Total","2374","1661","1298776","24","92352","1390826","460"
