District,Recovered,Deceased,Active
हापड़ु,14795,221,247
शामली,16266.0,48.0,246.0
अम्बडेकर नगर,5512.0,157.0,229.0
बसलय,22247.0,242.0,226.0
भदोही,8086.0,164.0,225.0
हमीरपरु,5582.0,102.0,213.0
इटावा,15416.0,295.0,212.0
मर्रु,25110.0,406.0,209.0
कानपरु देहात,6681.0,110.0,204.0
सलु्तानपरु,16341.0,144.0,203.0
अमठेी,11050.0,145.0,175.0
चचत्रकट,7498.0,79.0,169.0
बस्ती,12495.0,333.0,156.0
चदौली,17189.0,370.0,155.0
क्रिरोजाबाद,10292.0,136.0,152.0
कुशीनगर,15894.0,233.0,149.0
औरैय्य,10554.0,208.0,138.0
प्रतापगढ़,16358.0,163.0,133.0
मनैपरुी,11254.0,189.0,127.0
रामपरु,14399.0,152.0,126.0
अयोध्य,18382.0,291.0,114.0
कौशाम्बी,4620.0,72.0,108.0
मऊ,8763.0,83.0,106.0
बागपत,10850.0,140.0,100.0
श्रावस्ती,4899.0,38.0,97.0
सभल,10865.0,108.0,94.0
सत कबीर नगर,8690.0,99.0,92.0
ममर्ापरु,11760.0,119.0,88.0
बलरामपुर,7968.0,139.0,67.0
हाथरस,3626.0,43.0,63.0
महोब,4311.0,88.0,62.0
कासगजं,4793.0,54.0,28.0
