District,Recovered,Deceased,Active
लखनऊ,282505,2675,6419
झाँसी,41131,669,2073
गौतम बिु नगर,93497,486,1999
िाराणसी,94835,982,1356
लखीमपरु-खीरी,27615,298,1306
गाज़ियाबाद,81783,472,1228
प्रयागराज,85099,1098,1192
मरेठ,86635,926,904
कानपरु नगर,89937,1920,821
शाहजहांपरु,22971,446,771
गोरखपरु,64559,860,740
राय बरेली,19749,345,710
बरेली,49027,377,661
बलुदंशहर,25312,249,652
सीतापुर,14587,187,551
आगरा,34589,463,550
सिद्धार्थ,10720,102,515
मजुफ्फरनगर,37609,276,513
एट,11557,100,469
हरदोई,16135,359,469
बबजनौर,17678,135,450
जालौन,12903,205,449
बाराबंकी,22727,226,436
पीलीभीत,12001,202,415
आजमगढ़,18795,234,405
लसलतपरु,13757,130,404
बदाय,17114,101,395
उन्नाव,16133,256,363
अमरोह,18712,205,358
देवररय,21698,227,339
फर्रुखाबाद,11437,195,339
सहारनपरु,37893,424,327
महाराजगंज,13799,143,322
गाजीपरु,23302,290,311
फतहेपरु,7624,141,293
जौनपरु,23709,241,293
बादा,11561,163,284
गोंड,13597,279,277
अलीगढ,24974,112,274
बहर इच,12817,178,272
सोनभद्र,18109,255,267
मरुादाबाद,45601,364,264
कन्नौज,10186,119,262
