"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","2","12","66536","2","4559","71089","0"
"Bageshwar","1","2","36487","0","2096","38579","0"
"Chamoli","1","1","50317","0","3239","53554","0"
"Champawat","0","0","62812","0","1915","64724","0"
"Dehradun","547","429","387089","79","34317","421271","72"
"Haridwar","178","202","314550","15","13354","327874","22"
"Nainital","105","147","94850","13","11540","106320","15"
"Pauri Garhwal","62","53","99628","0","5310","104931","9"
"Pithoragarh","20","20","43359","2","2575","45922","0"
"Rudraprayag","8","7","28387","0","2718","31105","1"
"Tehri Garhwal","87","138","40443","2","2417","42853","12"
"US Nagar","148","50","143651","2","8888","152515","43"
"Uttarkashi","18","132","44350","3","1720","46068","0"
"Total","1177","1193","1412459","118","94648","1506805","174"
