"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","3","1","0","2088","20","3","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","3","3","0","47887","1080","13","3"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","4","3","0","10593","102","8","3"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2268","21","2","0"
"South West Khasi Hills","0","0","0","2723","20","1","0"
"West Garo Hills","2","1","0","11869","84","17","1"
"West Jaintia Hills","0","0","0","7327","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","12","8","0","96627","1622","45","7"
